"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Corrigendum to: Treatment outcomes of patients with FIGO Stage I/II uterine cervical cancer treated with definitive radiotherapy: a multi-institutional retrospective research study","",,Journal of Radiation Research,"18 Jan 2018","2016","57","1","101","101","","1349-9157","","10.1093/jrr/rrv096","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8150100","","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
"Overview on amorphous alloy electrical machines and their key technologies","R. Tang; W. Tong; X. Han","Shenyang University of Technology, Shenyang, 110870, China; Shenyang University of Technology, Shenyang, 110870, China; Shenyang University of Technology, Shenyang, 110870, China",Chinese Journal of Electrical Engineering,"7 Jul 2017","2016","2","1","1","12","Amorphous alloy (AA) is attracting more and more attention in electrical machines due to its excellent low loss characteristics. This paper overviews advances on AA electrical machines over the last 30 years, with particular reference to new and novel topologies and processing techniques of AA electrical machines and their key technologies. These include current states and trends for radial-flux AA electrical machines, axial-flux AA electrical machines, influences of processing techniques on electrical performance of AA iron cores, the characteristics of loss and vibration and noise of AA core and AA machines, optimum design of AA electrical machines, etc. The paper highlights the application prospects of the AA electrical machines.","2075-5597","","10.23919/CJEE.2016.7933111","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7933111","Amorphous alloy;electrical machine;radial flux;axial flux;topologies and processing techniques;loss;noise and vibration","","","17","","","","7 Jul 2017","","","CMP","CMP Journals"
"Switching power system stabilizer and its coordination for enhancement of multi-machine power system stability","Y. Liu; Q. H. Wu; H. Kang; X. Zhou","South China University of Technology, Guangzhou, Guangdong, CN; South China University of Technology, Guangzhou, Guangdong, CN; South China University of Technology, Guangzhou, Guangdong, CN; State Grid Corporation of China, Beijing, Beijing, CN",CSEE Journal of Power and Energy Systems,"9 Jun 2016","2016","2","2","98","106","This paper proposes a coordinated switching power system stabilizer (SPSS) to enhance the stability of multimachine power systems. The SPSS switches between a bang-bang power system stabilizer (BPSS) and a conventional power system stabilizer (CPSS) based on a state-dependent switching strategy. The BPSS is designed as a bang-bang constant funnel controller (BCFC). It is able to provide fast damping of rotor speed oscillations in a bang-bang manner. The closed-loop stability of the power system controlled by the SPSSs and the CPSSs is analyzed. To verify the control performance of the SPSS, simulation studies are carried out in a 4-generator 11-bus power system and the IEEE 16-generator 68-bus power system. The damping ability of the SPSS is evaluated in aspects of small-signal oscillation damping and transient stability enhancement, respectively. Meanwhile, the coordination between different SPSSs and the coordination between the SPSS and the CPSS are investigated therein.","2096-0042","","10.17775/CSEEJPES.2016.00027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7485934","Bang-bang PSS;coordinated switching PSS;multi-machine power systems","","","17","","","","9 Jun 2016","","","CSEE","CSEE Journals"
"Modern control strategies of doubly-fed induction generator based wind turbine system","D. Zhou; Y. Song; F. Blaabjerg","Aalborg University, Aalborg, 9220, Denmark; Aalborg University, Aalborg, 9220, Denmark; Aalborg University, Aalborg, 9220, Denmark",Chinese Journal of Electrical Engineering,"7 Jul 2017","2016","2","1","13","23","A doubly-fed induction generator(DFIG) based configuration is still preferred by wind turbine manufacturers due to the cost-effective power converter and independent control of the active power and reactive power. To cope with stricter grid codes(e.g. reactive power compensation, low voltage ride-through operation, as well as steady and safe operation during long-term distorted grid), control strategies are continuously evolving. This paper starts with a control strategy using the combined reactive power compensation from both the back-to-back power converters for their optimized lifetime distribution under normal grid conditions. Afterwards, an advanced demagnetizing control is proposed to keep the minimum thermal stress of the rotor-side converter in the case of the short-term grid fault. A modularized control strategy of the DFIG system under unbalanced and distorted grid voltage is discussed, with the control targets of the smooth active and reactive power or the balanced and sinusoidal current of the rotor-side converter and the grid-side converter. Finally, a bandwidth based repetitive controller is evaluated to improve the DFIG system's robustness against grid frequency deviation.","2075-5597","","10.23919/CJEE.2016.7933112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7933112","Doubly-fed induction generator;reactive power;low voltage ride-through;unbalanced and distorted grid","","","13","","","","7 Jul 2017","","","CMP","CMP Journals"
"Frequent Subgraph Mining Based on Pregel","X. Zhao; Y. Chen; C. Xiao; Y. Ishikawa; J. Tang",NA; NA; NA; NA; NA,The Computer Journal,"18 Jan 2018","2016","59","8","1113","1128","Graph is an increasingly popular way to model complex data, and the size of single graphs is growing toward massive. Nonetheless, executing graph algorithms efficiently and at scale is surprisingly challenging. As a consequence, distributed programming frameworks have emerged to empower large graph processing. Pregel, as a popular computational model for processing billion-vertex graphs, has been employed to improve the scalability of many algorithms. In this paper, we investigate frequent subgraph mining on single large graphs using Pregel. We present the first distributed algorithm based on Pregel for single massive graphs. In addition, two optimizations are proposed to enhance the algorithm, reducing communication cost and distribution overhead. Extensive experiments conducted on real-life data confirm the effectiveness and efficiency of the proposed algorithm and techniques.","1460-2067","","10.1093/comjnl/bxv118","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8204590","frequent subgraph mining;single massive graphs;Pregel","","","5","","","","18 Jan 2018","","","OUP","OUP Journals"
"Topic time series analysis of microblogs","E. L. Lai; D. Moyer; B. Yuan; E. Fox; B. Hunter; A. L. Bertozzi; P. J. Brantingham",NA; NA; NA; NA; NA; NA; NA,IMA Journal of Applied Mathematics,"18 Jan 2018","2016","81","3","409","431","Social media data tend to cluster around events and themes. Local newsworthy events, sports team victories or defeats, abnormal weather patterns and globally trending topics all influence the content of online discussion. The automated discovery of these underlying themes from corpora of text is of interest to numerous academic fields as well as to law enforcement organizations and commercial users. One useful class of tools to deal with such problems are topic models, which attempt to recover latent groups of word associations from the text. However, it is clear that these topics may also exhibit patterns in both time and space. The recovery of such patterns complements the analysis of the text itself and in many cases provides additional context. In this work we describe two methods for mining interesting spatio-temporal dynamics and relations among topics, one that compares the topic distributions as histograms in space and time and another that models topics over time as temporal or spatio-temporal Hawkes process with exponential trigger functions. Both methods may be used to discover topics with abnormal distributions in space and time. The second method also allows for self-exciting topics and can recover intertopic relationships (excitation or inhibition) in both time and space. We apply these methods to a geo-tagged Twitter dataset and provide analysis and discussion of the results.","1464-3634","","10.1093/imamat/hxw025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8132644","mining complex datasets;spatial and temporal analysis;topic modeling;cluster analysis","","","3","","","","18 Jan 2018","","","OUP","OUP Journals"
"The impact of hypoxia and its modification of the outcome of radiotherapy","M. R. Horsman; J. Overgaard",NA; NA,Journal of Radiation Research,"18 Jan 2018","2016","57","S1","i90","i98","Since the initial observations made at the beginning of the last century, it has been established that solid tumors contain regions of low oxygenation (hypoxia). Tumor cells can survive in these hypoxic conditions and are a major factor in tumor radioresistance. This significance has resulted in hypoxia becoming the most cited biological topic in translational radiation oncology. Identifying hypoxic cells in human tumors has become paramount, and the ability to do this has been improved by the help of new imaging techniques and the use of predictive gene profiles. Substantial data confirm the presence of hypoxia in many types of human tumors, although with considerable heterogeneity among individual tumors. Various approaches have been investigated for eliminating the hypoxic population. These include increasing oxygen availability, directly radiosensitizing or killing the hypoxic cells, indirectly affecting them by targeting the tumor vascular supply, increasing the radiation dose to this resistant population, or by using radiation with a high linear energy transfer, for which hypoxia is believed to be less of an issue. Many of these approaches have undergone controlled clinical trials during the last 50 years, and the results have shown that hypoxic radiation resistance can indeed be overcome. Thus, ample data exists to support a high level of evidence for the benefit of hypoxic modification. However, such hypoxic modification still has no impact on general clinical practice. In this review we summarize the biological rationale, and the current activities and trials, related to identifying and overcoming hypoxia in modern radiotherapy.","1349-9157","","10.1093/jrr/rrw007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8148830","hypoxia;radiation;oxygen modifiers;radiosensitizers;hypoxic cell cytotoxins;vascular targeting agents","","","2","","","","18 Jan 2018","","","OUP","OUP Journals"
"Solving probabilistic inverse problems rapidly with prior samples","P. Käufl; A. P. Valentine; R. W. de Wit; J. Trampert",NA; NA; NA; NA,Geophysical Journal International,"18 Jan 2018","2016","205","3","1710","1728","Owing to the increasing availability of computational resources, in recent years the probabilistic solution of non-linear, geophysical inverse problems by means of sampling methods has become increasingly feasible. Nevertheless, we still face situations in which a Monte Carlo approach is not practical. This is particularly true in cases where the evaluation of the forward problem is computationally intensive or where inversions have to be carried out repeatedly or in a timely manner, as in natural hazards monitoring tasks such as earthquake early warning. Here, we present an alternative to Monte Carlo sampling, in which inferences are entirely based on a set of prior samples—that is, samples that have been obtained independent of a particular observed datum. This has the advantage that the computationally expensive sampling stage becomes separated from the inversion stage, and the set of prior samples—once obtained—can be reused for repeated evaluations of the inverse mapping without additional computational effort. This property is useful if the problem is such that repeated inversions of independent data have to be carried out. We formulate the inverse problem in a Bayesian framework and present a practical way to make posterior inferences based on a set of prior samples. We compare the prior sampling based approach to a Markov Chain Monte Carlo approach that samples from the posterior probability distribution. We show results for both a toy example, and a realistic seismological source parameter estimation problem. We find that the posterior uncertainty estimates obtained based on prior sampling can be considered conservative estimates of the uncertainties obtained by directly sampling from the posterior distribution.","1365-246X","","10.1093/gji/ggw108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8146931","Neural networks, fuzzy logic;Inverse theory;Probability distributions;Earthquake source observations;Early warning","","","2","","","","18 Jan 2018","","","OUP","OUP Journals"
"Formulation of geopotential difference determination using optical-atomic clocks onboard satellites and on ground based on Doppler cancellation system","Z. Shen; W. Shen; S. Zhang",NA; NA; NA,Geophysical Journal International,"18 Jan 2018","2016","206","2","1162","1168","In this study, we propose an approach for determining the geopotential difference using high-frequency-stability microwave links between satellite and ground station based on Doppler cancellation system. Suppose a satellite and a ground station are equipped with precise optical-atomic clocks (OACs) and oscillators. The ground oscillator emits a signal with frequency fa towards the satellite and the satellite receiver (connected with the satellite oscillator) receives this signal with frequency fb which contains the gravitational frequency shift effect and other signals and noises. After receiving this signal, the satellite oscillator transmits and emits, respectively, two signals with frequencies fb and fc towards the ground station. Via Doppler cancellation technique, the geopotential difference between the satellite and the ground station can be determined based on gravitational frequency shift equation by a combination of these three frequencies. For arbitrary two stations on ground, based on similar procedures as described above, we may determine the geopotential difference between these two stations via a satellite. Our analysis shows that the accuracy can reach 1 m2 s− 2 based on the clocks’ inaccuracy of about 10−17 (s s−1) level. Since OACs with instability around 10−18 in several hours and inaccuracy around 10−18 level have been generated in laboratory, the proposed approach may have prospective applications in geoscience, and especially, based on this approach a unified world height system could be realized with one-centimetre level accuracy in the near future.","1365-246X","","10.1093/gji/ggw198","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8189075","Satellite gravity;Geopotential theory;Ionosphere/atmosphere interactions","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
"Ocean acoustic remote sensing using ambient noise: results from the Florida Straits","M. G. Brown; O. A. Godin; X. Zang; J. S. Ball; N. A. Zabotin; L. Y. Zabotina; N. J. Williams",NA; NA; NA; NA; NA; NA; NA,Geophysical Journal International,"18 Jan 2018","2016","206","1","574","589","Noise interferometry is the process by which approximations to acoustic Green's functions, which describe sound propagation between two locations, are estimated by cross-correlating time series of ambient noise measured at those locations. Noise-interferometry-based approximations to Green's functions can be used as the basis for a variety of inversion algorithms, thereby providing a purely passive alternative to active-source ocean acoustic remote sensing. In this paper we give an overview of results from noise interferometry experiments conducted in the Florida Straits at 100m depth in December 2012, and at 600m depth in September/October 2013. Under good conditions for noise interferometry, estimates of cross-correlation functions are shown to allow one to perform advanced phase-coherent signal processing techniques to perform waveform inversions, estimate currents by exploiting non-reciprocity, perform time-reversal/back-propagation calculations and investigate modal dispersion using time-warping techniques. Conditions which are favourable for noise interferometry are identified and discussed.","1365-246X","","10.1093/gji/ggw170","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8146864","Interferometry;Wave propagation","","","1","","","","18 Jan 2018","","","OUP","OUP Journals"
