"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Inside Front Cover","",,Journal of Systems Engineering and Electronics,"28 Dec 2017","2017","28","5","c1","c1","Presents the front inside cover for this issue of the publication.","1004-4132","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8240024","","Social networking (online);Message service","","","","","","28 Dec 2017","","","BIAI","BIAI Journals"
"Cover page","",,Journal of Systems Engineering and Electronics,"14 Sep 2017","2017","28","4","c1","c1","","1004-4132","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8038195","","","","","","","","14 Sep 2017","","","BIAI","BIAI Journals"
"Analysis and recommendations for the adaptability of China's power system security and stability relevant standards","Y. Shu; Y. Tang","State Grid Corporation of China, Beijing, Beijing, CN; State Grid Corporation of China, Beijing, Beijing, CN",CSEE Journal of Power and Energy Systems,"25 Dec 2017","2017","3","4","334","339","In developing power grids, setting standards is critical to its success. The development of China's power industry has proposed new requirements for power systems to ensure secure and stable operations. The principal standards for the security and stability of China's current power systems are analyzed in terms of operational control, generator-grid coordination and simulation. The shortcomings are pointed out and the directions of future development are discussed. In the end, the study highlighted the following key areas that require further research and improvement: the evaluation criteria of power system security and stability should be improved to ensure the secure and stable operation of China's power systems; the operational control standards should be constantly enhanced to increase the reliability and flexibility of operational control strategies; generator-grid coordination standards should be upgraded to improve the coordination between the generator control protection system and the grid; and the simulation methodology should be standardized in future power system security and stability research.","2096-0042","","10.17775/CSEEJPES.2017.00650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8233579","Generator-grid coordination;operationalcontrol;planning and design;power system security andstability standards;simulation","Power system stability;Stability criteria;Standards;Power system security;Accidents;Power grids","","30","","","","25 Dec 2017","","","CSEE","CSEE Journals"
"Adaptive maneuvering frequency method of current statistical model","W. Sun; Y. Yang","Xijing University, Xi'an, Shaanxi, CN; Air Force Engineering University, Xi'an, Shaanxi, CN",IEEE/CAA Journal of Automatica Sinica,"16 Jan 2017","2017","4","1","154","160","Current statistical model U+0028 CSM U+0029 has a good performance in maneuvering target tracking. However, the fixed maneuvering frequency will deteriorate the tracking results, such as a serious dynamic delay, a slowly converging speedy and a limited precision when using Kalman filter U+0028 KF U+0029 algorithm. In this study, a new current statistical model and a new Kalman filter are proposed to improve the performance of maneuvering target tracking. The new model which employs innovation dominated subjection function to adaptively adjust maneuvering frequency has a better performance in step maneuvering target tracking, while a fluctuant phenomenon appears. As far as this problem is concerned, a new adaptive fading Kalman filter is proposed as well. In the new Kalman filter, the prediction values are amended in time by setting judgment and amendment rules, so that tracking precision and fluctuant phenomenon of the new current statistical model are improved. The results of simulation indicate the effectiveness of the new algorithm and the practical guiding significance.","2329-9274","","10.1109/JAS.2016.7510130","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7738997","","Target tracking;Acceleration;Adaptation models;Fading channels;Technological innovation;Atmospheric modeling;Mathematical model","","20","","","","9 Nov 2016","","","IEEE","IEEE Journals"
"Integrated guidance and control design of the suicide UCAV for terminal attack","H. Zhou; H. Zhao; H. Huang; X. Zhao","Air Force Engineering University, Xi'an, Shaanxi, CN; Air Force Engineering University, Xi'an, Shaanxi, CN; Air Force Engineering University, Xi'an, Shaanxi, CN; Air Force Engineering University, Xi'an, Shaanxi, CN",Journal of Systems Engineering and Electronics,"13 Jul 2017","2017","28","3","546","555","A novel integrated guidance and control (IGC) design method is proposed to solve problems of low control accuracy for a suicide unmanned combat aerial vehicle (UCAV) in the terminal attack stage. First of all, the IGC system model of the UCAV is built based on the three-channel independent design idea, which reduces the difsculties of designing the controller. Then, IGC control laws are designed using the trajectory linearization control (TLC). A nonlinear disturbance observer (NDO) is introduced to the IGC controller to reject various uncertainties, such as the aerodynamic parameter perturbation and the measurement error interference. The stability of the closed-loop system is proven by using the Lyapunov theorem. The performance of the proposed IGC design method is verised in a terminal attack mission of the suicide UCAV. Finally, simulation results demonstrate the superiority and effectiveness in the aspects of guidance accuracy and system robustness.","1004-4132","","10.21629/JSEE.2017.03.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7978027","integrated guidance and control (IGC);unmanned combat aerial vehicle (UCAV);trajectory linearization control (TLC);terminal attack;nonlinear disturbance observer (NDO)","Uncertainty;Design methodology;Stability analysis;Missiles;Control systems;Robustness;Mathematical model","","13","","","","13 Jul 2017","","","BIAI","BIAI Journals"
"Revisiting stability criteria for DC power distribution systems based on power balance","Z. Huang; S. -C. Wong; C. K. Tse","Hong Kong Polytechnic University, Kowloon, HK; Hong Kong Polytechnic University, Kowloon, HK; Hong Kong Polytechnic University, Kowloon, HK",CPSS Transactions on Power Electronics and Applications,"7 Jul 2017","2017","2","1","76","85","Single-input-multiple-load converter systems sharing a common input DC voltage bus is becoming popular in DC power distribution. Due to the convenience of using conventional voltage-source systems for connecting a common bus voltage with multiple downstream loads, the same configuration is often adopted for current-source systems, where design optimization can be achieved without an intermediate (bus) voltage regulator. However, the stability of such cascaded current-source systems is still relatively unexplored or incomplete, though the associated basic circuit theory has been well established. In this paper, steady-state operating points are obtained by applying power balance between the current-source output converter and the downstream converters. The incremental change of the input power versus the input impedance of the downstream converters is derived. The stability of such current-source converter systems is re-visited using an impedance-based approach. A general set of impedance-based stability criteria is developed and experimentally verified by a DC bus system consisting of a current source output converter and two PWM power converters.","2475-742X","","10.24295/CPSSTPEA.2017.00009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7948000","DC bus system;DC current source converter;stability criterion","Stability criteria;Power system stability;Circuit stability;Voltage control;Resistance;Impedance","","10","","","","7 Jul 2017","","","CPSS","CPSS Journals"
"Modeling and design for electromagnetic surface wave devices","L. L. Spada; S. Haq; Y. Hao","School of Electronic Engineering and Computer Science, Queen Mary University of London, London, UK; QinetiQ Ltd, Farnborough, UK; School of Electronic Engineering and Computer Science, Queen Mary University of London, London, UK",Radio Science,"2 Nov 2017","2017","52","9","1049","1057","A great deal of interest has reemerged recently in the study of surface waves. The possibility to control and manipulate electromagnetic wave propagations at will opens many new research areas and leads to lots of novel applications in engineering. In this paper, we will present a comprehensive modeling and design approach for surface wave cloaks, based on graded-refractive-index materials and the theory of transformation optics. It can be also applied to any other forms of surface wave manipulation, in terms of amplitude and phase. In this paper, we will present a general method to illustrate how this can be achieved from modeling to the final design. The proposed approach is validated to be versatile and allows ease in manufacturing, thereby demonstrating great potential for practical applications.","1944-799X","","10.1002/2017RS006379","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8093721","","Surface waves;Optical surface waves;Dielectrics;Slabs;Electromagnetic scattering;Sea surface;Electromagnetics","","7","","","","2 Nov 2017","","","AGU","AGU Journals"
"Self-adaptive stepsize affine projection based parameter estimation of IPMSM using square-wave current injection","G. Wang; C. Li; G. Zhang; D. Xu","NA; Power Electronics and Electrical Drives in the School of Electrical Engineering and Automation, Harbin Institute of Technology, Harbin, China; Power Electronics and Electrical Drives, Harbin Institute of Technology, Harbin, China; CES Transactions on Electrical Machines and System; IEEE Transactions on Industrial Electronics; IEEE Journal of Emerging and Selected Topics in Power Electronics; IEEE Harbin Section",CES Transactions on Electrical Machines and Systems,"7 Jul 2017","2017","1","1","48","57","Affine projection algorithm (APA) has been used to estimate the parameters of interior permanent magnet synchronous motor (IPMSM). However, there is not a strict guideline of choosing the stepsize of this algorithm to make sure that the results of parameter estimation are convergent. In order to solve such problem, self-adaptive stepsize affine projection algorithm for parameter estimation of IPMSM is proposed in this paper. Compared with traditional affine projection algorithm, this method can obtain the stepsize automatically based on the operation condition, which can ensure the convergence and celerity of the process of parameter estimation. Then, on the basis of self-adaptive stepsize affine projection algorithm, a novel parameter estimation method based on square-wave current injection is proposed. By this method, the error of estimated parameter caused by stator resistance, linkage magnetic flux and dead-time voltage can be reduced effectively. Finally, the proposed parameter estimation method is verified by experiments on a 2.2-kW IPMSM drive platform.","2096-3564","","10.23919/TEMS.2017.7911108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7911108","Affine projection;parameter estimation;permanent magnet synchronous machine;square-current injection;self-adaptive stepsize","Decision support systems","","6","","","","7 Jul 2017","","","CES","CES Journals"
"Towards a (more) electronic transmission and distribution (eT&D)","D. Tan; D. Novosel","NGAS; Quanta Technology, a subsidiary of Quanta Services, a Fortune 500 company",CES Transactions on Electrical Machines and Systems,"7 Jul 2017","2017","1","1","15","25","The challenges and the path towards a (more) electronic transmission and distribution (eT&D) is presented in this paper. The challenges are first identified together with key stakeholders in the drive for grid modernization. A fundamental question is then asked about the investment priority. Six basic characteristics are reviewed, leading to the composition of structured microgrids as the basic functional cell of a modern grid. One example of fractal radial structure and one fractal meshed structure are presented. The likely evolution path is then proposed together with basic technology sets. Specific foundation technologies are discussed in detail, including adiabatic power conversion, 3MC technology, medium voltage conversion, distribution-level electronic power transformer and FACTs hardware integration, and back-to-back converters as a universal interconnect element. The rapidly emerging on-wire sensing technology is also discussed. It is pointed out that the distribution-level large electronic power transformer will provide a key component to enable hybrid ac/dc grid flow control and ancillary support for a flexible electronic transmission and distribution (eT&D) systems.","2096-3564","","10.23919/TEMS.2017.7911105","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7911105","All things grid connected;electric power systems;electronic transmission & distribution (eT&D);energy solutions;flexible electronic transmission systems (FETS);grid modernization;large electronic power transformers;3MC converters;renewable energy","Decision support systems","","3","","","","7 Jul 2017","","","CES","CES Journals"
"A feasibility study on the use of phantoms with statistical lung masses for determining the uncertainty in the dose absorbed by the lung from broad beams of incident photons and neutrons","A. E. Khankook; H. M. Hakimabad; L. R. Motavalli",NA; NA; NA,Journal of Radiation Research,"18 Jan 2018","2017","58","3","313","328","Computational models of the human body have gradually become crucial in the evaluation of doses absorbed by organs. However, individuals may differ considerably in terms of organ size and shape. In this study, the authors sought to determine the energy-dependent standard deviations due to lung size of the dose absorbed by the lung during external photon and neutron beam exposures. One hundred lungs with different masses were prepared and located in an adult male International Commission on Radiological Protection (ICRP) reference phantom. Calculations were performed using the Monte Carlo N-particle code version 5 (MCNP5). Variation in the lung mass caused great uncertainty: ~90% for low-energy broad parallel photon beams. However, for high-energy photons, the lung-absorbed dose dependency on the anatomical variation was reduced to <1%. In addition, the results obtained indicated that the discrepancy in the lung-absorbed dose varied from 0.6% to 8% for neutron beam exposure. Consequently, the relationship between absorbed dose and organ volume was found to be significant for low-energy photon sources, whereas for higher energy photon sources the organ-absorbed dose was independent of the organ volume. In the case of neutron beam exposure, the maximum discrepancy (of 8%) occurred in the energy range between 0.1 and 5 MeV.","1349-9157","","10.1093/jrr/rrw118","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8159562","statistical phantom;lung-absorbed dose;broad parallel beams;MCNP5;mono-energetic photon and neutron exposures","","","3","","","","18 Jan 2018","","","OUP","OUP Journals"
