"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"JRR Award at ICRR 2015","",,Journal of Radiation Research,"18 Jan 2018","2015","56","5","758","759","","1349-9157","","10.1093/jrr/rrv060","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8150249","","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
"List of Reviewers","",,Journal of Radiation Research,"18 Jan 2018","2015","56","6","863","864","","1349-9157","","10.1093/jrr/rrv082","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8155363","","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
"2015 Terasima Award","",,Journal of Radiation Research,"18 Jan 2018","2015","56","5","757","757","","1349-9157","","10.1093/jrr/rrv048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8150248","","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
"Basic topology and key devices of the five-terminal DC grid","G. Tang; Z. He; H. Pang; X. Huang; X. -p. Zhang","State Grid Corporation of China, Beijing, Beijing, CN; State Grid Corporation of China, Beijing, Beijing, CN; State Grid Corporation of China, Beijing, Beijing, CN; Zhejiang Electric Power Research Institute, Hangzhou, China; University of Birmingham, Birmingham, Birmingham, GB",CSEE Journal of Power and Energy Systems,"24 Jul 2015","2015","1","2","22","35","Due to their high controllability and flexibility, DC power grids have broad application prospects in the fields of networking of renewable energy and the power supply for oceanic archipelagos and future cities. This paper describes the system topology, control strategy, DC breaker configuration, and research, development and testing of converter valves and DC breaker equipment of the Zhoushan multi-terminal DC transmission system. Zhejiang Zhoushan has unique geographical and developmental features to demonstrate the irreplaceable technical advantages of a DC power grid for providing reliable power supply. The experience gained from the Zhoushan DC power grid project can offer valuable insights into the development and utilization of this technology worldwide.","2096-0042","","10.17775/CSEEJPES.2015.00016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7160637","DC breaker;DC grid;multi-terminal DC;VSCHVDC","","","159","","","","24 Jul 2015","","","CSEE","CSEE Journals"
"Short-term load forecasting based on big data technologies","P. Zhang; X. Wu; X. Wang; S. Bi","NARI Accenture Information Technology Center, Beijing 100044, China; Beijing Jiaotong University, Beijing 100044, China; Beijing Jiaotong University, Beijing 100044, China; Beijing Jiaotong University, Beijing 100044, China",CSEE Journal of Power and Energy Systems,"2 Oct 2015","2015","1","3","59","67","With the construction of smart grid, lots of renewable energy resources such as wind and solar are deployed in power system. It might make the power system load varied complex than before which will bring difficulties in short-term load forecasting area. To overcome this issue, this paper proposes a new short-term load forecasting framework based on big data technologies. First, a cluster analysis is performed to classify daily load patterns for individual loads using smart meter data. Next, an association analysis is used to determine critical influential factors. This is followed by the application of a decision tree to establish classification rules. Then, appropriate forecasting models are chosen for different load patterns. Finally, the forecasted total system load is obtained through an aggregation of an individual load’s forecasting results. Case studies using real load data show that the proposed new framework can guarantee the accuracy of short-term load forecasting within required limits.","2096-0042","","10.17775/CSEEJPES.2015.00036","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7281129","Association analysis;big data;cluster analysis;decision tree;short-term load forecasting","","","45","","","","2 Oct 2015","","","CSEE","CSEE Journals"
"Impact of grid connection of large-scale wind farms on power system small-signal angular stability","W. Du; J. Bi; T. Wang; H. Wang","North China Electric Power University, Beijing, Beijing, CN; North China Electric Power University, Beijing, Beijing, CN; North China Electric Power University, Beijing, Beijing, CN; North China Electric Power University, Beijing, Beijing, CN",CSEE Journal of Power and Energy Systems,"24 Jul 2015","2015","1","2","83","89","The grid connection of a large-scale wind farm could change the load flow/configuration of a power system and introduce dynamic interactions with the synchronous generators (SGs), thus affecting system small-signal angular stability. This paper proposes an approach for the separate examination of the impact of those affecting factors, i.e., the change of load flow/configuration and dynamic interactions brought about by the grid connection of the wind farm, on power system small-signal angular stability. Both cases of grid connection of the wind farm, either displacing synchronous generators or being directly added into the power system, are considered. By using the proposed approach, how much the effect of the change of load flow/configuration brought about by the wind farm can be examined, while the degree of impact of the dynamic interaction of the wind farm with the SGs can be investigated separately. Thus, a clearer picture and better understanding of the power system small-signal angular stability as affected by grid connection of the large-scale wind farm can be achieved. An example of the power system with grid connection of a wind farm is presented to demonstrate the proposed approach.","2096-0042","","10.17775/CSEEJPES.2015.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7160644","Double fed induction generator (DFIG);electromechanicaloscillation modes;power system low-frequencyoscillations;power system small-signal angular stability;windfarms","","","41","","","","24 Jul 2015","","","CSEE","CSEE Journals"
"MuxViz: a tool for multilayer analysis and visualization of networks","M. De Domenico; M. A. Porter; A. Arenas",NA; NA; NA,Journal of Complex Networks,"18 Jan 2018","2015","3","2","159","176","Multilayer relationships among entities and information about entities must be accompanied by the means to analyse, visualize and obtain insights from such data. We present open-source software (muxViz) that contains a collection of algorithms for the analysis of multilayer networks, which are an important way to represent a large variety of complex systems throughout science and engineering. We demonstrate the ability of muxViz to analyse and interactively visualize multilayer data using empirical genetic, neuronal and transportation networks. Our software is available at https://github.com/manlius/muxViz.","2051-1329","","10.1093/comnet/cnu038","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8138722","multilayer networks;software;visualization;multiplex networks;interconnected networks","","","29","","","","18 Jan 2018","","","OUP","OUP Journals"
"Cyber-physical electrical energy systems: challenges and issues","X. Shi; Y. Li; Y. Cao; Y. Tan","College of Electrical and Information Engineering, Hunan University, Changsha 410082, China; College of Electrical and Information Engineering, Hunan University, Changsha 410082, China; College of Electrical and Information Engineering, Hunan University, Changsha 410082, China; College of Electrical and Information Engineering, Hunan University, Changsha 410082, China",CSEE Journal of Power and Energy Systems,"24 Jul 2015","2015","1","2","36","42","Cyber-physical electrical energy systems (CPEES) combine computation, communication and control technologies with physical power system, and realize the efficient fusion of power, information and control. This paper summarizes and analyzes related critical scientific problems and technologies, which are needed to be addressed with the development of CPEES. Firstly, since the co-simulation is an effective method to investigate infrastructure interdependencies, the co-simulation platform establishment of CPEES and its evaluation is overviewed. Then, a critical problem of CPEES is the interaction between energy and information flow, especially the influence of failures happening in information communication technology (ICT) on power system. In order to figure it out, the interaction is analyzed and the current analysis methods are summarized. For the solution of power system control and protection in information network environment, this paper outlines different control principles and illustrates the concept of distributed coordination control. Moreover, mass data processing and cluster analysis, architecture of communication network, information transmission technology and security of CPEES are summarized and analyzed. By solving the above problems and technologies, the development of CPEES will be significantly promoted.","2096-0042","","10.17775/CSEEJPES.2015.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7160638","Cyber-physical electrical energy systems;informationcommunication technology;power system;smart grid","","","28","","","","24 Jul 2015","","","CSEE","CSEE Journals"
"Decision tree based online stability assessment scheme for power systems with renewable generations","T. Wang; T. Bi; H. Wang; J. Liu","North China Electric Power University, Beijing, Beijing, CN; North China Electric Power University, Beijing, Beijing, CN; North China Electric Power University, Beijing, Beijing, CN; North China Electric Power University, Beijing, Beijing, CN",CSEE Journal of Power and Energy Systems,"24 Jul 2015","2015","1","2","53","61","The stochastic fluctuation of renewable energy resources has significant impact on the stability of the power system with renewable generations and results in change in stability. Therefore, it is necessary to track the changing stability of the power system with renewable generations, a task that can be performed online. This paper details the use of decision trees to predict multi-mode damping of power system integrating renewable generations with the help of wide-area measurements system (WAMS). Power systems with renewable source generation are complex with vast amounts of data being collected from WAMS. Decision trees (DTs) are employed as a means to handle vast quantities of wide-area information, which involves the mode damping information indicating the stability. A 16-generator, 68bus system with photovoltaic power generation and wind power generation is used as the test system. Remote signals obtained from phasor measurement units (PMUs) are employed as the input variables of DTs for predicting purposes. The simulation results demonstrate that the proposed predicting scheme is able to suggest the optimal course of action to remedy any near instability or unstable electromechanical oscillations even without prior knowledge of the varying output of the renewable source power.","2096-0042","","10.17775/CSEEJPES.2015.00019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7160640","Decision tree;inter-area oscillations;modedamping;prediction;probabilistic density function;wide-areameasurements","","","24","","","","24 Jul 2015","","","CSEE","CSEE Journals"
"Identifying Compiler Options to Minimize Energy Consumption for Embedded Platforms","J. Pallister; S. J. Hollis; J. Bennett",NA; NA; NA,The Computer Journal,"18 Jan 2018","2015","58","1","95","109","This paper presents an analysis of the energy consumption of an extensive number of the optimizations a modern compiler can perform. Using GCC as a test case, we evaluate a set of 10 carefully selected benchmarks for 5 different embedded platforms. A fractional factorial design is used to systematically explore the large optimization space (282 possible combinations), while still accurately determining the effects of optimizations and optimization combinations. Hardware power measurements on each platform are taken to ensure all architectural effects on the energy consumption are captured. We show that fractional factorial design can find more optimal combinations than relying on built-in compiler settings. We explore the relationship between run-time and energy consumption, and identify scenarios where they are and are not correlated. A further conclusion of this study is the structure of the benchmark has a larger effect than the hardware architecture on whether the optimization will be effective, and that no single optimization is universally beneficial for execution time or energy consumption.","1460-2067","","10.1093/comjnl/bxt129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8130281","compilation;energy optimization;optimization selection;fractional factorial design;energy efficiency;embedded systems;benchmarks;power measurement","","","17","","","","18 Jan 2018","","","OUP","OUP Journals"
