"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Survey on Transfer Learning","S. J. Pan; Q. Yang","Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China",IEEE Transactions on Knowledge and Data Engineering,"19 Aug 2010","2010","22","10","1345","1359","A major assumption in many machine learning and data mining algorithms is that the training and future data must be in the same feature space and have the same distribution. However, in many real-world applications, this assumption may not hold. For example, we sometimes have a classification task in one domain of interest, but we only have sufficient training data in another domain of interest, where the latter data may be in a different feature space or follow a different data distribution. In such cases, knowledge transfer, if done successfully, would greatly improve the performance of learning by avoiding much expensive data-labeling efforts. In recent years, transfer learning has emerged as a new learning framework to address this problem. This survey focuses on categorizing and reviewing the current progress on transfer learning for classification, regression, and clustering problems. In this survey, we discuss the relationship between transfer learning and other related machine learning techniques such as domain adaptation, multitask learning and sample selection bias, as well as covariate shift. We also explore some potential future issues in transfer learning research.","1558-2191","","10.1109/TKDE.2009.191","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5288526","Transfer learning;survey;machine learning;data mining.","Machine learning;Training data;Data mining;Knowledge transfer;Space technology;Knowledge engineering;Machine learning algorithms;Labeling;Learning systems;Testing","","14979","55","88","IEEE","16 Oct 2009","","","IEEE","IEEE Journals"
"Object Detection with Discriminatively Trained Part-Based Models","P. F. Felzenszwalb; R. B. Girshick; D. McAllester; D. Ramanan","Department of Computer Science, University of Chicago, Chicago, IL, USA; Department of Computer Science, University of Chicago, Chicago, IL, USA; Toyota Technological Institute, Chicago, IL, USA; Department of Computer Science, University of California, Irvine, CA, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"29 Jul 2010","2010","32","9","1627","1645","We describe an object detection system based on mixtures of multiscale deformable part models. Our system is able to represent highly variable object classes and achieves state-of-the-art results in the PASCAL object detection challenges. While deformable part models have become quite popular, their value had not been demonstrated on difficult benchmarks such as the PASCAL data sets. Our system relies on new methods for discriminative training with partially labeled data. We combine a margin-sensitive approach for data-mining hard negative examples with a formalism we call latent SVM. A latent SVM is a reformulation of MI--SVM in terms of latent variables. A latent SVM is semiconvex, and the training problem becomes convex once latent information is specified for the positive examples. This leads to an iterative training algorithm that alternates between fixing latent values for positive examples and optimizing the latent SVM objective function.","1939-3539","","10.1109/TPAMI.2009.167","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5255236","Object recognition;deformable models;pictorial structures;discriminative training;latent SVM.","Object detection;Deformable models;Support vector machines;Bicycles;Computer vision;Shape;Speech recognition;Computer Society;Iterative algorithms;Lighting","Algorithms;Artificial Intelligence;Discriminant Analysis;Image Enhancement;Image Interpretation, Computer-Assisted;Imaging, Three-Dimensional;Pattern Recognition, Automated;Reproducibility of Results;Sensitivity and Specificity","7479","139","45","IEEE","22 Sep 2009","","","IEEE","IEEE Journals"
"Creating the CIPRES Science Gateway for inference of large phylogenetic trees","M. A. Miller; W. Pfeiffer; T. Schwartz","San Diego Supercomputer Center, La Jolla, CA, USA; San Diego Supercomputer Center, La Jolla, CA, USA; San Diego Supercomputer Center, La Jolla, CA, USA",2010 Gateway Computing Environments Workshop (GCE),"23 Dec 2010","2010","","","1","8","Understanding the evolutionary history of living organisms is a central problem in biology. Until recently the ability to infer evolutionary relationships was limited by the amount of DNA sequence data available, but new DNA sequencing technologies have largely removed this limitation. As a result, DNA sequence data are readily available or obtainable for a wide spectrum of organisms, thus creating an unprecedented opportunity to explore evolutionary relationships broadly and deeply across the Tree of Life. Unfortunately, the algorithms used to infer evolutionary relationships are NP-hard, so the dramatic increase in available DNA sequence data has created a commensurate increase in the need for access to powerful computational resources. Local laptop or desktop machines are no longer viable for analysis of the larger data sets available today, and progress in the field relies upon access to large, scalable high-performance computing resources. This paper describes development of the CIPRES Science Gateway, a web portal designed to provide researchers with transparent access to the fastest available community codes for inference of phylogenetic relationships, and implementation of these codes on scalable computational resources. Meeting the needs of the community has included developing infrastructure to provide access, working with the community to improve existing community codes, developing infrastructure to insure the portal is scalable to the entire systematics community, and adopting strategies that make the project sustainable by the community. The CIPRES Science Gateway has allowed more than 1800 unique users to run jobs that required 2.5 million Service Units since its release in December 2009. (A Service Unit is a CPU-hour at unit priority).","2152-1093","978-1-4244-9752-2","10.1109/GCE.2010.5676129","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5676129","Science Gateway;TeraGrid;Cyberinfrastructure;Systematics;Phylogenetics;CIPRES","Portals;Logic gates;Communities;Phylogeny;Computer architecture;DNA;XML","","6893","2","24","IEEE","23 Dec 2010","","","IEEE","IEEE Conferences"
"Noncooperative Cellular Wireless with Unlimited Numbers of Base Station Antennas","T. L. Marzetta","Bell Laboratories, Alcatel-Lucent, Murray Hill, NJ, USA",IEEE Transactions on Wireless Communications,"11 Nov 2010","2010","9","11","3590","3600","A cellular base station serves a multiplicity of single-antenna terminals over the same time-frequency interval. Time-division duplex operation combined with reverse-link pilots enables the base station to estimate the reciprocal forward- and reverse-link channels. The conjugate-transpose of the channel estimates are used as a linear precoder and combiner respectively on the forward and reverse links. Propagation, unknown to both terminals and base station, comprises fast fading, log-normal shadow fading, and geometric attenuation. In the limit of an infinite number of antennas a complete multi-cellular analysis, which accounts for inter-cellular interference and the overhead and errors associated with channel-state information, yields a number of mathematically exact conclusions and points to a desirable direction towards which cellular wireless could evolve. In particular the effects of uncorrelated noise and fast fading vanish, throughput and the number of terminals are independent of the size of the cells, spectral efficiency is independent of bandwidth, and the required transmitted energy per bit vanishes. The only remaining impairment is inter-cellular interference caused by re-use of the pilot sequences in other cells (pilot contamination) which does not vanish with unlimited number of antennas.","1558-2248","","10.1109/TWC.2010.092810.091092","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5595728","Multiuser MIMO;pilot contamination;noncooperative cellular wireless;active antenna arrays","Base stations;Antennas;OFDM;Fading;MIMO;Arrays","","5016","229","22","IEEE","7 Oct 2010","","","IEEE","IEEE Journals"
"N4ITK: Improved N3 Bias Correction","N. J. Tustison; B. B. Avants; P. A. Cook; Y. Zheng; A. Egan; P. A. Yushkevich; J. C. Gee","Department of Radiology, University of Pennsylvania, Philadelphia, PA, USA; Department of Radiology, University of Pennsylvania, Philadelphia, PA, USA; Department of Radiology, University of Pennsylvania, Philadelphia, PA, USA; Department of Radiology, University of Pennsylvania, Philadelphia, PA, USA; Department of Radiology, University of Pennsylvania, Philadelphia, PA, USA; Department of Radiology, University of Pennsylvania, Philadelphia, PA, USA; Department of Radiology, University of Pennsylvania, Philadelphia, PA, USA",IEEE Transactions on Medical Imaging,"1 Jun 2010","2010","29","6","1310","1320"," A variant of the popular nonparametric nonuniform intensity normalization (N3) algorithm is proposed for bias field correction. Given the superb performance of N3 and its public availability, it has been the subject of several evaluation studies. These studies have demonstrated the importance of certain parameters associated with the B-spline least-squares fitting. We propose the substitution of a recently developed fast and robust B-spline approximation routine and a modified hierarchical optimization scheme for improved bias field correction over the original N3 algorithm. Similar to the N3 algorithm, we also make the source code, testing, and technical documentation of our contribution, which we denote as “N4ITK,” available to the public through the Insight Toolkit of the National Institutes of Health. Performance assessment is demonstrated using simulated data from the publicly available Brainweb database, hyperpolarized  $^{3}{\rm He}$ lung image data, and 9.4T postmortem hippocampus data. ","1558-254X","","10.1109/TMI.2010.2046908","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5445030","B-spline approximation;bias field;inhomogeneity;N3","Availability;Robustness;Spline;Approximation algorithms;Testing;Documentation;Brain modeling;Image databases;Lungs","Algorithms;Artifacts;Brain;Humans;Image Enhancement;Image Interpretation, Computer-Assisted;Magnetic Resonance Imaging;Reproducibility of Results;Sensitivity and Specificity","4373","6","29","IEEE","8 Apr 2010","","","IEEE","IEEE Journals"
"Image Super-Resolution Via Sparse Representation","J. Yang; J. Wright; T. S. Huang; Y. Ma","Beckman Institute, University of Illinois, Urbana-Champaign, Urbana, IL, USA; Visual Computing Group, Microsoft Research Asia, Beijing, China; Beckman Institute, University of Illinois, Urbana-Champaign, Urbana, IL, USA; Coordinated Science Laboratory, University of Illinois, Urbana-Champaign, Urbana, IL, USA",IEEE Transactions on Image Processing,"14 Oct 2010","2010","19","11","2861","2873","This paper presents a new approach to single-image superresolution, based upon sparse signal representation. Research on image statistics suggests that image patches can be well-represented as a sparse linear combination of elements from an appropriately chosen over-complete dictionary. Inspired by this observation, we seek a sparse representation for each patch of the low-resolution input, and then use the coefficients of this representation to generate the high-resolution output. Theoretical results from compressed sensing suggest that under mild conditions, the sparse representation can be correctly recovered from the downsampled signals. By jointly training two dictionaries for the low- and high-resolution image patches, we can enforce the similarity of sparse representations between the low-resolution and high-resolution image patch pair with respect to their own dictionaries. Therefore, the sparse representation of a low-resolution image patch can be applied with the high-resolution image patch dictionary to generate a high-resolution image patch. The learned dictionary pair is a more compact representation of the patch pairs, compared to previous approaches, which simply sample a large amount of image patch pairs , reducing the computational cost substantially. The effectiveness of such a sparsity prior is demonstrated for both general image super-resolution (SR) and the special case of face hallucination. In both cases, our algorithm generates high-resolution images that are competitive or even superior in quality to images produced by other similar SR methods. In addition, the local sparse modeling of our approach is naturally robust to noise, and therefore the proposed algorithm can handle SR with noisy inputs in a more unified framework.","1941-0042","","10.1109/TIP.2010.2050625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5466111","Face hallucination;image super-resolution (SR);nonnegative matrix factorization;sparse coding;sparse representation","Image resolution;Signal resolution;Dictionaries;Signal representations;Statistics;Compressed sensing;Computational efficiency;Image generation;Strontium;Noise robustness","","3980","54","34","IEEE","18 May 2010","","","IEEE","IEEE Journals"
"elastix: A Toolbox for Intensity-Based Medical Image Registration","S. Klein; M. Staring; K. Murphy; M. A. Viergever; J. P. W. Pluim","Departments of Radiology and Medical Informatics Biomedical Imaging Group Rotterdam, Erasmus MC-University Medical Center Rotterdam, Rotterdam, Netherlands; Division of Image Processing, Department of Radiology, Leiden University Medical Center, Leiden, Netherlands; Image Sciences Institute, University Medical Center Utrecht, Utrecht, Netherlands; Image Sciences Institute, University Medical Center Utrecht, Utrecht, Netherlands; Image Sciences Institute, University Medical Center Utrecht, Utrecht, Netherlands",IEEE Transactions on Medical Imaging,"31 Dec 2009","2010","29","1","196","205","Medical image registration is an important task in medical image processing. It refers to the process of aligning data sets, possibly from different modalities (e.g., magnetic resonance and computed tomography), different time points (e.g., follow-up scans), and/or different subjects (in case of population studies). A large number of methods for image registration are described in the literature. Unfortunately, there is not one method that works for all applications. We have therefore developed elastix, a publicly available computer program for intensity-based medical image registration. The software consists of a collection of algorithms that are commonly used to solve medical image registration problems. The modular design of elastix allows the user to quickly configure, test, and compare different registration methods for a specific application. The command-line interface enables automated processing of large numbers of data sets, by means of scripting. The usage of elastix for comparing different registration methods is illustrated with three example experiments, in which individual components of the registration method are varied.","1558-254X","","10.1109/TMI.2009.2035616","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5338015","elastix;image registration;medical imaging;open source;software","MONOS devices;Biomedical imaging;Image registration;Cost function;Application software;Optimization methods;Spatial resolution;Open source software;Image processing;Image segmentation","Diagnostic Imaging;Humans;Image Processing, Computer-Assisted;Models, Biological;Normal Distribution;Software","3202","13","73","IEEE","17 Nov 2009","","","IEEE","IEEE Journals"
"Recent Advances and Industrial Applications of Multilevel Converters","S. Kouro; M. Malinowski; K. Gopakumar; J. Pou; L. G. Franquelo; B. Wu; J. Rodriguez; M. A. Pérez; J. I. Leon","Department of Electrical and Computer Engineering, Ryerson University, Toronto, ON, Canada; Institute of Control and Industrial Electronics, Warsaw University of Technology, Warsaw, Poland; Centre for Electronics Design and Technology, Indian Institute of Science, Bangalore, India; Department of Electronic Engineering, Technical University of Catalonia, Terrassa, Spain; Department of Electronics Engineering, University of Seville, Seville, Spain; Department of Electrical and Computer Engineering, Ryerson University, Toronto, ON, Canada; Department of Electronics Engineering, Universidad Técnica Federico Santa María, Valparaíso, Chile; Department of Electronics Engineering, Universidad Técnica Federico Santa María, Valparaíso, Chile; Department of Electronics Engineering, University of Seville, Seville, Spain",IEEE Transactions on Industrial Electronics,"12 Jul 2010","2010","57","8","2553","2580","Multilevel converters have been under research and development for more than three decades and have found successful industrial application. However, this is still a technology under development, and many new contributions and new commercial topologies have been reported in the last few years. The aim of this paper is to group and review these recent contributions, in order to establish the current state of the art and trends of the technology, to provide readers with a comprehensive and insightful review of where multilevel converter technology stands and is heading. This paper first presents a brief overview of well-established multilevel converters strongly oriented to their current state in industrial applications to then center the discussion on the new converters that have made their way into the industry. In addition, new promising topologies are discussed. Recent advances made in modulation and control of multilevel converters are also addressed. A great part of this paper is devoted to show nontraditional applications powered by multilevel converters and how multilevel converters are becoming an enabling technology in many industrial sectors. Finally, some future trends and challenges in the further development of this technology are discussed to motivate future contributions that address open problems and explore new possibilities.","1557-9948","","10.1109/TIE.2010.2049719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5482117","Active filters (AFs);control;Flexible AC Transmission Systems (FACTS);high-power applications;high-voltage direct-current (HVDC) transmission;marine propulsion;modulation;multilevel converters;photovoltaic systems;train traction;wind energy conversion","Marine technology;Research and development;Topology;Flexible AC transmission systems;HVDC transmission;Propulsion;Wind energy;Industrial electronics;Milling machines;Electrical equipment industry","","3202","27","273","IEEE","7 Jun 2010","","","IEEE","IEEE Journals"
"The Hadoop Distributed File System","K. Shvachko; H. Kuang; S. Radia; R. Chansler","Yahoo, Inc., Sunnyvale, CA, USA; Yahoo, Inc., Sunnyvale, CA, USA; Yahoo, Inc., Sunnyvale, CA, USA; Yahoo, Inc., Sunnyvale, CA, USA",2010 IEEE 26th Symposium on Mass Storage Systems and Technologies (MSST),"28 Jun 2010","2010","","","1","10","The Hadoop Distributed File System (HDFS) is designed to store very large data sets reliably, and to stream those data sets at high bandwidth to user applications. In a large cluster, thousands of servers both host directly attached storage and execute user application tasks. By distributing storage and computation across many servers, the resource can grow with demand while remaining economical at every size. We describe the architecture of HDFS and report on experience using HDFS to manage 25 petabytes of enterprise data at Yahoo!.","2160-1968","978-1-4244-7153-9","10.1109/MSST.2010.5496972","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5496972","Hadoop;HDFS;distributed file system","File systems;Bandwidth;Concurrent computing;Distributed computing;Computer architecture;File servers;Facebook;Protocols;Protection;Clustering algorithms","","3115","93","19","IEEE","28 Jun 2010","","","IEEE","IEEE Conferences"
"Semidefinite Relaxation of Quadratic Optimization Problems","Z. -q. Luo; W. -k. Ma; A. M. -c. So; Y. Ye; S. Zhang","Peking University, Beijing, China; Electrical and electronic engineering, University of Portsmouth, UK; Princeton University, USA; Huazhong University of Science and Technology, Wuhan, China; Fudan University, China",IEEE Signal Processing Magazine,"15 Apr 2010","2010","27","3","20","34","In this article, we have provided general, comprehensive coverage of the SDR technique, from its practical deployments and scope of applicability to key theoretical results. We have also showcased several representative applications, namely MIMO detection, B¿ shimming in MRI, and sensor network localization. Another important application, namely downlink transmit beamforming, is described in [1]. Due to space limitations, we are unable to cover many other beautiful applications of the SDR technique, although we have done our best to illustrate the key intuitive ideas that resulted in those applications. We hope that this introductory article will serve as a good starting point for readers who would like to apply the SDR technique to their applications, and to locate specific references either in applications or theory.","1558-0792","","10.1109/MSP.2010.936019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5447068","","Array signal processing;Signal processing;MIMO;Downlink;Ellipsoids;Radar applications;Robustness;Parameter estimation;Speech recognition;Magnetic resonance imaging","","2755","5","80","IEEE","15 Apr 2010","","","IEEE","IEEE Magazines"
