"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"European school of antennas 2021","",,URSI Radio Science Bulletin,"26 Oct 2020","2020","2020","372","60","60","","1024-4530","","10.23919/URSIRSB.2020.9240108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240108","","Satellite antennas;Radar antennas;Microwave antennas;Antenna theory;Antenna measurements;Imaging;Radar imaging","","1","","","","26 Oct 2020","","","URSI","URSI Journals"
"URSI conference calendar","",,URSI Radio Science Bulletin,"8 Jan 2021","2020","2020","373","96","96","","1024-4530","","10.23919/URSIRSB.2020.9318452","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9318452","","Europe;Australia;Microwave technology;Microwave propagation;Microwave antennas;Logistics","","","","","","8 Jan 2021","","","URSI","URSI Journals"
"Subject Index","",,Journal of Systems Engineering and Electronics,"6 Jan 2021","2020","31","6","1334","1342","","1004-4132","","10.23919/JSEE.2020.9316414","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316414","","Solid modeling;Predictive models;Modeling;Analytical models;Radar tracking;Synthetic aperture radar;Spaceborne radar","","","","","","6 Jan 2021","","","BIAI","BIAI Journals"
"EUCAP 2021: Call for papers","",,URSI Radio Science Bulletin,"26 Oct 2020","2020","2020","372","71","71","","1024-4530","","10.23919/URSIRSB.2020.9240113","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240113","","Microwave antennas;Industries;Microwave propagation;Microwave devices;Automotive engineering;5G mobile communication;Wireless communication","","","","","","26 Oct 2020","","","URSI","URSI Journals"
"Maxwell foundation newsletter available","",,URSI Radio Science Bulletin,"24 Dec 2021","2020","2020","375","75","75","The summer edition of the Clerk Maxwell Foundation Newsletter is available for downloading at https://clerkmaxwellfoundation.org/Newsletter_2021_Summer.pdf.","1024-4530","","10.23919/URSIRSB.2020.9663138","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9663138","","Web sites","","","","","","24 Dec 2021","","","URSI","URSI Journals"
"Contents","",,Journal of Systems Engineering and Electronics,"6 Jan 2021","2020","31","6","1","2","","1004-4132","","10.23919/JSEE.2020.9316390","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316390","","Radar tracking;Radar imaging;Estimation;Target recognition;Passive radar;Doppler radar;Target tracking","","","","","","6 Jan 2021","","","BIAI","BIAI Journals"
"Inside back cover","",,Journal of Systems Engineering and Electronics,"28 Aug 2020","2020","31","4","c3","c3","","1004-4132","","10.23919/JSEE.2020.9180151","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9180151","","Terminology;Biographies;Market research;Military computing;Reliability engineering;Reliability theory","","","","","","28 Aug 2020","","","BIAI","BIAI Journals"
"URSI conference calendar","",,URSI Radio Science Bulletin,"26 Aug 2021","2020","2020","374","109","110","","1024-4530","","10.23919/URSIRSB.2020.9523824","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9523824","","Electromagnetics;Conferences;Europe;Contacts;Webinars;Electromagnetic compatibility;Australia","","","","","","26 Aug 2021","","","URSI","URSI Journals"
"Inside front cover","",,Journal of Systems Engineering and Electronics,"28 Aug 2020","2020","31","4","c2","c2","","1004-4132","","10.23919/JSEE.2020.9180130","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9180130","","Aerospace electronics;System analysis and design;Indexes;Aerospace industry","","","","","","28 Aug 2020","","","BIAI","BIAI Journals"
"URSI young scientists awards","",,URSI Radio Science Bulletin,"8 Jan 2021","2020","2020","373","75","75","A limited number of awards are available to assist young scientists from both developed and developing countries to attend the General Assembly and Scientific Symposium of URSI in Rome, 28 August – 4 September 2021.","1024-4530","","10.23919/URSIRSB.2020.9318443","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9318443","","","","","","","","8 Jan 2021","","","URSI","URSI Journals"
"Author Index","",,Journal of Systems Engineering and Electronics,"6 Jan 2021","2020","31","6","1330","1333","","1004-4132","","10.23919/JSEE.2020.9316413","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316413","","Sun;Indexes;Systems engineering and theory;Wide area networks;Germanium;Fans;Graphical user interfaces","","","","","","6 Jan 2021","","","BIAI","BIAI Journals"
"European school of antennas 2021","",,URSI Radio Science Bulletin,"8 Jan 2021","2020","2020","373","89","89","","1024-4530","","10.23919/URSIRSB.2020.9318449","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9318449","","Radar antennas;Microwave antennas;Satellite antennas;Antenna theory;Antenna measurements;Radar imaging;Mathematics","","","","","","8 Jan 2021","","","URSI","URSI Journals"
"Inside back cover","",,Journal of Systems Engineering and Electronics,"6 Jan 2021","2020","31","6","c3","c3","","1004-4132","","10.23919/JSEE.2020.9316415","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316415","","Electronic mail;Strain;Terrain factors;Special issues and sections;Radar tracking;Interferometry;Forecasting","","","","","","6 Jan 2021","","","BIAI","BIAI Journals"
"URSI conference calendar","",,URSI Radio Science Bulletin,"26 Oct 2020","2020","2020","372","72","73","","1024-4530","","10.23919/URSIRSB.2020.9240114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9240114","","Conferences;Europe;Microwave antennas;Information technology;Electromagnetics;Contacts;Australia","","","","","","26 Oct 2020","","","URSI","URSI Journals"
"Inside front cover","",,Journal of Systems Engineering and Electronics,"6 Jan 2021","2020","31","6","c2","c2","","1004-4132","","10.23919/JSEE.2020.9316389","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9316389","","Array signal processing;Antenna arrays;Parallel processing;Signal processing algorithms;Sensor arrays;MIMO radar;Radar tracking","","","","","","6 Jan 2021","","","BIAI","BIAI Journals"
"Contents","",,Journal of Systems Engineering and Electronics,"28 Aug 2020","2020","31","4","1","2","","1004-4132","","10.23919/JSEE.2020.9180131","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9180131","","Solid modeling;Data models;Adaptive systems;Control systems;Radar tracking","","","","","","28 Aug 2020","","","BIAI","BIAI Journals"
"Contents","",,Journal of Systems Engineering and Electronics,"3 Nov 2020","2020","31","5","1","2","","1004-4132","","10.23919/JSEE.2020.9247412","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9247412","","","","","","","","3 Nov 2020","","","BIAI","BIAI Journals"
"Complex network classification with convolutional neural network","R. Xin; J. Zhang; Y. Shao","School of Systems Science, Beijing Normal University, Beijing, China; School of Systems Science, Beijing Normal University, Beijing, China; School of Mathematical Sciences, Beijing Normal University, Beijing, China",Tsinghua Science and Technology,"13 Jan 2020","2020","25","4","447","457","Classifying large-scale networks into several categories and distinguishing them according to their fine structures is of great importance to several real-life applications. However, most studies on complex networks focus on the properties of a single network and seldom on classification, clustering, and comparison between different networks, in which the network is treated as a whole. Conventional methods can hardly be applied on networks directly due to the non-Euclidean properties of data. In this paper, we propose a novel framework of Complex Network Classifier (CNC) by integrating network embedding and convolutional neural network to tackle the problem of network classification. By training the classifier on synthetic complex network data, we show CNC can not only classify networks with high accuracy and robustness but can also extract the features of the networks automatically. We also compare our CNC with baseline methods on benchmark datasets, which shows that our method performs well on large-scale networks.","1007-0214","","10.26599/TST.2019.9010055","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954863","complex network;network classification;DeepWalk;Convolutional Neural Network (CNN)","Complex networks;Feature extraction;Task analysis;Deep learning;Convolutional neural networks;International trade;Principal component analysis","","121","","","","13 Jan 2020","","","TUP","TUP Journals"
