"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A flexible new technique for camera calibration","Z. Zhang","Microsoft Research, Redmond, WA, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"6 Aug 2002","2000","22","11","1330","1334","We propose a flexible technique to easily calibrate a camera. It only requires the camera to observe a planar pattern shown at a few (at least two) different orientations. Either the camera or the planar pattern can be freely moved. The motion need not be known. Radial lens distortion is modeled. The proposed procedure consists of a closed-form solution, followed by a nonlinear refinement based on the maximum likelihood criterion. Both computer simulation and real data have been used to test the proposed technique and very good results have been obtained. Compared with classical techniques which use expensive equipment such as two or three orthogonal planes, the proposed technique is easy to use and flexible. It advances 3D computer vision one more step from laboratory environments to real world use.","1939-3539","","10.1109/34.888718","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888718","","Cameras;Calibration;Computer vision;Layout;Lenses;Nonlinear distortion;Closed-form solution;Maximum likelihood estimation;Computer simulation;Testing","","10453","412","26","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Normalized cuts and image segmentation","Jianbo Shi; J. Malik","Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Electrical Engineering and Computer Science Division, University of California Berkeley, Berkeley, CA, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"6 Aug 2002","2000","22","8","888","905","We propose a novel approach for solving the perceptual grouping problem in vision. Rather than focusing on local features and their consistencies in the image data, our approach aims at extracting the global impression of an image. We treat image segmentation as a graph partitioning problem and propose a novel global criterion, the normalized cut, for segmenting the graph. The normalized cut criterion measures both the total dissimilarity between the different groups as well as the total similarity within the groups. We show that an efficient computational technique based on a generalized eigenvalue problem can be used to optimize this criterion. We applied this approach to segmenting static images, as well as motion sequences, and found the results to be very encouraging.","1939-3539","","10.1109/34.868688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=868688","","Image segmentation;Brightness;Clustering algorithms;Data mining;Eigenvalues and eigenfunctions;Bayesian methods;Coherence;Tree data structures;Filling;Partitioning algorithms","","10192","134","25","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Energy-efficient communication protocol for wireless microsensor networks","W. R. Heinzelman; A. Chandrakasan; H. Balakrishnan","Massachusetts Institute of Technology, Cambridge, MA, USA; Massachusetts Institute of Technology, Cambridge, MA, USA; Massachusetts Institute of Technology, Cambridge, MA, USA",Proceedings of the 33rd Annual Hawaii International Conference on System Sciences,"6 Aug 2002","2000","","","10 pp. vol.2","","Wireless distributed microsensor systems will enable the reliable monitoring of a variety of environments for both civil and military applications. In this paper, we look at communication protocols, which can have significant impact on the overall energy dissipation of these networks. Based on our findings that the conventional protocols of direct transmission, minimum-transmission-energy, multi-hop routing, and static clustering may not be optimal for sensor networks, we propose LEACH (Low-Energy Adaptive Clustering Hierarchy), a clustering-based protocol that utilizes randomized rotation of local cluster based station (cluster-heads) to evenly distribute the energy load among the sensors in the network. LEACH uses localized coordination to enable scalability and robustness for dynamic networks, and incorporates data fusion into the routing protocol to reduce the amount of information that must be transmitted to the base station. Simulations show the LEACH can achieve as much as a factor of 8 reduction in energy dissipation compared with conventional outing protocols. In addition, LEACH is able to distribute energy dissipation evenly throughout the sensors, doubling the useful system lifetime for the networks we simulated.","","0-7695-0493-0","10.1109/HICSS.2000.926982","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=926982","","Energy efficiency;Wireless application protocol;Wireless communication;Microsensors;Energy dissipation;Routing protocols;Telecommunication network reliability;Monitoring;Spread spectrum communication;Scalability","","7449","42","17","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Performance analysis of the IEEE 802.11 distributed coordination function","G. Bianchi","Dipartimento di Ingegneria Elettrica, Universitá di Palermo, Palermo, Italy",IEEE Journal on Selected Areas in Communications,"6 Aug 2002","2000","18","3","535","547","The IEEE has standardized the 802.11 protocol for wireless local area networks. The primary medium access control (MAC) technique of 802.11 is called the distributed coordination function (DCF). The DCF is a carrier sense multiple access with collision avoidance (CSMA/CA) scheme with binary slotted exponential backoff. This paper provides a simple, but nevertheless extremely accurate, analytical model to compute the 802.11 DCF throughput, in the assumption of finite number of terminals and ideal channel conditions. The proposed analysis applies to both the packet transmission schemes employed by DCF, namely, the basic access and the RTS/CTS access mechanisms. In addition, it also applies to a combination of the two schemes, in which packets longer than a given threshold are transmitted according to the RTS/CTS mechanism. By means of the proposed model, we provide an extensive throughput performance evaluation of both access mechanisms of the 802.11 protocol.","1558-0008","","10.1109/49.840210","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=840210","","Performance analysis;Access protocols;Media Access Protocol;Collision avoidance;Multiaccess communication;Analytical models;Wireless LAN;Throughput;Physical layer;Wireless application protocol","","6653","57","13","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Network information flow","R. Ahlswede; Ning Cai; S. . -Y. R. Li; R. W. Yeung","Fakultät für Mathematik, Universität Bielefeld, Bielefeld, Germany; Department of Information Engineering, Chinese University of Hong Kong, New Territories, Hong Kong, China; Department of Information Engineering, Chinese University of Hong Kong, New Territories, Hong Kong, China; Department of Information Engineering, Chinese University of Hong Kong, New Territories, Hong Kong, China",IEEE Transactions on Information Theory,"6 Aug 2002","2000","46","4","1204","1216","We introduce a new class of problems called network information flow which is inspired by computer network applications. Consider a point-to-point communication network on which a number of information sources are to be multicast to certain sets of destinations. We assume that the information sources are mutually independent. The problem is to characterize the admissible coding rate region. This model subsumes all previously studied models along the same line. We study the problem with one information source, and we have obtained a simple characterization of the admissible coding rate region. Our result can be regarded as the max-flow min-cut theorem for network information flow. Contrary to one's intuition, our work reveals that it is in general not optimal to regard the information to be multicast as a ""fluid"" which can simply be routed or replicated. Rather, by employing coding at the nodes, which we refer to as network coding, bandwidth can in general be saved. This finding may have significant impact on future design of switching systems.","1557-9654","","10.1109/18.850663","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=850663","","Computer networks","","6260","124","14","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"The capacity of wireless networks","P. Gupta; P. R. Kumar","Department of Electrical and Computer Engineering, and the Coordinated Science Laboratory, University of Illinois, Urbana, IL, USA; Coordinated Science Laboratory, University of Illinois, Urbana-Champaign, Urbana, IL, USA",IEEE Transactions on Information Theory,"6 Aug 2002","2000","46","2","388","404","When n identical randomly located nodes, each capable of transmitting at W bits per second and using a fixed range, form a wireless network, the throughput /spl lambda/(n) obtainable by each node for a randomly chosen destination is /spl Theta/(W//spl radic/(nlogn)) bits per second under a noninterference protocol. If the nodes are optimally placed in a disk of unit area, traffic patterns are optimally assigned, and each transmission's range is optimally chosen, the bit-distance product that can be transported by the network per second is /spl Theta/(W/spl radic/An) bit-meters per second. Thus even under optimal circumstances, the throughput is only /spl Theta/(W//spl radic/n) bits per second for each node for a destination nonvanishingly far away. Similar results also hold under an alternate physical model where a required signal-to-interference ratio is specified for successful receptions. Fundamentally, it is the need for every node all over the domain to share whatever portion of the channel it is utilizing with nodes in its local neighborhood that is the reason for the constriction in capacity. Splitting the channel into several subchannels does not change any of the results. Some implications may be worth considering by designers. Since the throughput furnished to each user diminishes to zero as the number of users is increased, perhaps networks connecting smaller numbers of users, or featuring connections mostly with nearby neighbors, may be more likely to be find acceptance.","1557-9654","","10.1109/18.825799","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=825799","","Information rates","","6228","87","18","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"RADAR: an in-building RF-based user location and tracking system","P. Bahl; V. N. Padmanabhan","Microsoft Research Limited, UK; Microsoft Research Limited, UK",Proceedings IEEE INFOCOM 2000. Conference on Computer Communications. Nineteenth Annual Joint Conference of the IEEE Computer and Communications Societies (Cat. No.00CH37064),"6 Aug 2002","2000","2","","775","784 vol.2","The proliferation of mobile computing devices and local-area wireless networks has fostered a growing interest in location-aware systems and services. In this paper we present RADAR, a radio-frequency (RF)-based system for locating and tracking users inside buildings. RADAR operates by recording and processing signal strength information at multiple base stations positioned to provide overlapping coverage in the area of interest. It combines empirical measurements with signal propagation modeling to determine user location and thereby enable location-aware services and applications. We present experimental results that demonstrate the ability of RADAR to estimate user location with a high degree of accuracy.","0743-166X","0-7803-5880-5","10.1109/INFCOM.2000.832252","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=832252","","Radar tracking;Radio frequency;Wireless networks;Mobile computing;Computer networks;Wireless LAN;Global Positioning System;Radar signal processing;Signal processing;Base stations","","4821","372","25","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"Statistical pattern recognition: a review","A. K. Jain; R. P. W. Duin; Jianchang Mao","Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Applied Physics, Delft University of Technnology, Delft, Netherlands; IBM Almaden Research Center, San Jose, CA, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"6 Aug 2002","2000","22","1","4","37","The primary goal of pattern recognition is supervised or unsupervised classification. Among the various frameworks in which pattern recognition has been traditionally formulated, the statistical approach has been most intensively studied and used in practice. More recently, neural network techniques and methods imported from statistical learning theory have been receiving increasing attention. The design of a recognition system requires careful attention to the following issues: definition of pattern classes, sensing environment, pattern representation, feature extraction and selection, cluster analysis, classifier design and learning, selection of training and test samples, and performance evaluation. In spite of almost 50 years of research and development in this field, the general problem of recognizing complex patterns with arbitrary orientation, location, and scale remains unsolved. New and emerging applications, such as data mining, web searching, retrieval of multimedia data, face recognition, and cursive handwriting recognition, require robust and efficient pattern recognition techniques. The objective of this review paper is to summarize and compare some of the well-known methods used in various stages of a pattern recognition system and identify research topics and applications which are at the forefront of this exciting and challenging field.","1939-3539","","10.1109/34.824819","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=824819","","Pattern recognition;Neural networks;Statistical learning;Feature extraction;Pattern analysis;Performance analysis;System testing;Research and development;Data mining;Information retrieval","","4302","136","176","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"Content-based image retrieval at the end of the early years","A. W. M. Smeulders; M. Worring; S. Santini; A. Gupta; R. Jain","Intelligent Sensory Information Systems, faculty WINS Kruislaan 403, University of Amsterdam, Amsterdam, Netherlands; Intelligent Sensory Information Systems, faculty WINS Kruislaan 403, University of Amsterdam, Amsterdam, Netherlands; Department of Electrical and Communication Engineering and the San Diego Super Computer Center, University of California, San Diego, La Jolla, CA, USA; Department of Electrical and Communication Engineering and the San Diego Super Computer Center, University of California, San Diego, La Jolla, CA, USA; Praja, Inc., San Diego, CA, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"6 Aug 2002","2000","22","12","1349","1380","Presents a review of 200 references in content-based image retrieval. The paper starts with discussing the working conditions of content-based retrieval: patterns of use, types of pictures, the role of semantics, and the sensory gap. Subsequent sections discuss computational steps for image retrieval systems. Step one of the review is image processing for retrieval sorted by color, texture, and local geometry. Features for retrieval are discussed next, sorted by: accumulative and global features, salient points, object and shape features, signs, and structural combinations thereof. Similarity of pictures and objects in pictures is reviewed for each of the feature types, in close connection to the types and means of feedback the user of the systems is capable of giving by interaction. We briefly discuss aspects of system engineering: databases, system architecture, and evaluation. In the concluding section, we present our view on: the driving force of the field, the heritage from computer vision, the influence on computer vision, the role of similarity and of interaction, the need for databases, the problem of evaluation, and the role of the semantic gap.","1939-3539","","10.1109/34.895972","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=895972","","Image retrieval;Content based retrieval;Computer vision;Employee welfare;Image processing;Color;Geometry;Shape;Feedback;Data engineering","","4215","121","201","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
"The FERET evaluation methodology for face-recognition algorithms","P. J. Phillips; Hyeonjoon Moon; S. A. Rizvi; P. J. Rauss","National Institute for Standards and Technology, Gaithersburg, MD, USA; Lau Technologies, Littleton, MA, USA; Department of Engineering Science and Physics, CUNY, Staten Island, NY, USA; Army Research Laboratory, Adelphi, MD, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"6 Aug 2002","2000","22","10","1090","1104","Two of the most critical requirements in support of producing reliable face-recognition systems are a large database of facial images and a testing procedure to evaluate systems. The Face Recognition Technology (FERET) program has addressed both issues through the FERET database of facial images and the establishment of the FERET tests. To date, 14,126 images from 1,199 individuals are included in the FERET database, which is divided into development and sequestered portions of the database. In September 1996, the FERET program administered the third in a series of FERET face-recognition tests. The primary objectives of the third test were to 1) assess the state of the art, 2) identify future areas of research, and 3) measure algorithm performance.","1939-3539","","10.1109/34.879790","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=879790","","Image databases;System testing;Face recognition;Area measurement","","3584","41","16","IEEE","6 Aug 2002","","","IEEE","IEEE Journals"
