"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Coverage protocols for wireless sensor networks: Review and future directions","R. Elhabyan; W. Shi; M. St-Hilaire","Fisheries and Oceans Canada, Ottawa, ON, CA; Carleton University, Ottawa, ON, CA; Carleton University, Ottawa, ON, CA",Journal of Communications and Networks,"2 Apr 2019","2019","21","1","45","60","The coverage problem in wireless sensor networks (WSNs) can be generally defined as a measure of how effectively a network field is monitored by its sensor nodes. This problem has attracted a lot of interest over the years and as a result, many coverage protocols were proposed. In this survey, we first propose a taxonomy for classifying coverage protocols in WSNs. Then, we classify the coverage protocols into three categories (i.e., coverageaware deployment protocols, sleep scheduling protocols for flat networks, and cluster-based sleep scheduling protocols) based on the network stage where the coverage is optimized. For each category, relevant protocols are thoroughly reviewed and classified based on the adopted coverage techniques. Finally, we discuss open issues (and recommend future directions to resolve them) associated with the design of realistic coverage protocols. Issues such as realistic sensing models, realistic energy consumption models, realistic connectivity models and sensor localization are covered.","1976-5541","","10.1109/JCN.2019.000005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8680729","Coverage protocols;energy consumption;literature review;sensing models;survey;wireless sensor network (WSN)","Protocols;Wireless sensor networks;Switching circuits;Robot sensing systems;Monitoring;Optimization","","163","","","","2 Apr 2019","","","KICS","KICS Journals"
"A review of gallium nitride power device and its applications in motor drive","X. Ding; Y. Zhou; J. Cheng","Beihang University, Beijing, CN; Beihang University, Beijing, CN; Beihang University, Beijing, CN",CES Transactions on Electrical Machines and Systems,"31 Mar 2019","2019","3","1","54","64","Wide band-gap gallium nitride (GaN) device has the advantages of large band-gap, high electron mobility and low dielectric constant. Compared with traditional Si devices, these advantages make it suitable for fast-switching and high-power-density power electronics converters, thus reducing the overall weight, volume and power consumption of power electronic systems. As a review paper, this paper summarizes the characteristics and development of the state-of-art GaN power devices with different structures, analyzes the research status, and forecasts the application prospect of GaN devices. In addition, the problems and challenges of GaN devices were discussed. And thanks to the advantages of GaN devices, both the power density and efficiency of motor drive system are improved, which also have been presented in this paper.","2096-3564","","10.30941/CESTEMS.2019.00008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8677372","GaN;motor drive;power device","Gallium nitride;Schottky diodes;Silicon;Substrates;HEMTs;MODFETs;Power electronics","","111","","","","31 Mar 2019","","","CES","CES Journals"
"High specific power electrical machines: A system perspective","A. El-Refaie; M. Osama","Marquette University, Milwaukee, WI, US; GE Aviation, Munich, Germany",CES Transactions on Electrical Machines and Systems,"31 Mar 2019","2019","3","1","88","93","There has been a growing need for high specific power electrical machines for a wide range of applications. These include hybrid/electric traction applications, and aerospace applications. A lot of work has been done to accomplish significantly higher specific power electrical machines especially for aerospace applications. Several machine topologies as well as thermal management schemes have been proposed. Even though there has been a few publications that provided an overview of high-speed and high specific power electrical machines [1-3], the goal of this paper is to provide a more comprehensive review of high specific power electrical machines with special focus on machines that have been built and tested and are considered the leading candidates defining the state-of-the art. Another key objective of this paper is to highlight the key ""system-level"" tradeoffs involved in pushing electrical machines to higher specific power. Focusing solely on the machine specific power can lead to a sub-optimal solution at the system-level.","2096-3564","","10.30941/CESTEMS.2019.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8677376","Density;Electrical;High;Machines;Perspective;Power;Specific","Cooling;Traction motors;Rotors;Topology;Aircraft;Torque;Aircraft propulsion","","95","","","","31 Mar 2019","","","CES","CES Journals"
"Comprehensive review and analysis of two-element resonant compensation topologies for wireless inductive power transfer systems","K. N. Mude; K. Aditya","Systec R&D, Porto, Portugal; University of Ontario Institute of Technology, Oshawa, ON, CA",Chinese Journal of Electrical Engineering,"15 Aug 2019","2019","5","2","14","31","Wireless power transfer (WPT) is gaining much attention for battery charging of electric vehicles (EVs). Resonant WPT systems play a crucial role in achieving efficient power transfer from source to load. An overview of two-element resonant compensation techniques and their characteristics under various operating conditions are presented. Also the converter and control strategies used for different topologies are reviewed. The behavior of the performance factors are evaluated against the operating conditions and compared for the different topologies.","2075-5597","","10.23919/CJEE.2019.000008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8794849","Resonant wireless power transfer;compensation topologies;power converters;battery charging","Topology;Receivers;Transmitters;Q-factor;Batteries;Capacitors;Impedance","","66","","","","15 Aug 2019","","","CMP","CMP Journals"
"Analysis and design of surface permanent magnet synchronous motor and generator","C. He; T. Wu","University of Central Florida, Orlando, FL, US; University of Central Florida, Orlando, FL, US",CES Transactions on Electrical Machines and Systems,"31 Mar 2019","2019","3","1","94","100","This paper presents an analytical method to design the high-efficiency surface permanent magnet synchronous motor (SPMSM) or generator (SPMSG). The air-gap and permanent magnet size can be approximately determined based on our mathematics model, which is the most important part of SPMSM design. From our method, we can know that motor's power out torque is related to the torque angle that we selected in our design and it affects the air-gap and permanent magnet size. If we choose a low torque angle, the motor or generator's overload power handing capability will increase. The embrace value has a vital place in designing a motor or generator due to its effects on air gap flux density, cogging torque, efficiency and so on. In order to avoid the knee effect, the working point of the permanent magnet we selected in the design should be bigger than 0.5. The developed 36 slots, 4 poles, surface mound permanent generator is proposed. The corresponding finite element analysis (FEA) model is built based on our design method. Structure optimization includes stator and rotor structure size, permanent magnet size, magnetic bridge and air gap length which are analyzed and simulated by ANSYS Maxwell 2D FEA. Thermal analysis is conducted, and the housing of the alternator is designed. The alternator prototype is fabricated and tested based on our design.","2096-3564","","10.30941/CESTEMS.2019.00013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8677377","Finite element analysis;fabrication;high-efficiency;mathematic model;surface permanent magnet synchronous motor or generator","Air gaps;Torque;Permanent magnets;Generators;Magnetic flux;Permanent magnet motors;Mathematical model","","60","","","","31 Mar 2019","","","CES","CES Journals"
"Comprehensive analysis and design of LLC resonant converter with magnetic control","Y. Wei; Q. Luo; A. Mantooth","State Key Laboratory of Power Transmission Equipment and System Security and New Technology, Chongqing University, Chongqing, China; State Key Laboratory of Power Transmission Equipment and System Security and New Technology, Chongqing University, Chongqing, China; Department of Electrical Engineering, University of Arkansas, Fayetteville, AR, USA",CPSS Transactions on Power Electronics and Applications,"9 Jan 2020","2019","4","4","265","275","Conventionally, LLC resonant converter adopts frequency control (FC) or combine FC with phase shift control (PSC) to regulate the output voltage. However, for both control strategies, a variable switching frequency operation range is required, which makes the magnetic component and driver circuit design complicated. In this paper, the magnetic control (MC) or variable inductor control is adopted for the LLC resonant converter. Thanks to MC, constant switching frequency and duty cycle can be implemented for the primary switches. A comprehensive analysis of the magnetically controlled LLC resonant converter is presented, which includes the operation principle, voltage gain, and soft switching operation. Meanwhile, a design methodology for LLC resonant converter with MC is proposed, especially the design considerations for the variable inductor are discussed. By adopting the proposed design methodology, the zero voltage switching (ZVS) operation for the primary switches and the zero current switching (ZCS) operation for the secondary rectifier can be achieved. Finally, a 200 W experimental setup is built to validate the theoretical analysis.","2475-742X","","10.24295/CPSSTPEA.2019.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8950935","Design methodology;LLC resonant converter;magnetic control;soft switching","Resonant converters;Magnetic resonance;Switching frequency;Inductors;Magnetic switching;Voltage control;Control systems","","56","","","","9 Jan 2020","","","CPSS","CPSS Journals"
"Architecture of next-generation e-commerce platform","Y. Huang; Y. Chai; Y. Liu; J. Shen","Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN",Tsinghua Science and Technology,"8 Nov 2018","2019","24","1","18","29","E-commerce, driven by computer and internet technology, has experienced a significant growth in almost all fields during the past two decades. E-commerce has significantly changed the rules of business. Numerous research institutions and enterprises have made e-commerce more intelligent and convenient. Here, we propose a novel prototype of next-generation e-commerce platform with an architecture framework and theoretical models. Each subject, including the individual, enterprise, and administrative department, has his/her personalized portal to complete the subject information synchronization, supply release, demand satisfaction, and social contact. By using the personalized portal, instead of the traditional trading platform, the consumers and suppliers can complete intelligent matching transactions without intermediate traders. Moreover, the overall transaction process can be reviewed, making the transaction safer, more transparent, and more interesting. Moreover, the interconnected personalized portals solve the isolated islands of information, and the counterparts support parallel processing. Thus, this may improve the operating efficiency of the entire society.","1007-0214","","10.26599/TST.2018.9010067","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8526503","e-commerce;personalized portal;accurate demand;reliable supply;smart cyberspace","Portals;Ontologies;Organizations;Reliability;Cyberspace;History;Next generation networking","","48","","","","8 Nov 2018","","","TUP","TUP Journals"
"Transient stability analysis of grid-tied converters considering PLL’s nonlinearity","X. He; H. Geng; S. Ma","Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN",CPSS Transactions on Power Electronics and Applications,"11 Apr 2019","2019","4","1","40","49","Transient instability events of grid-tied converters probably occur while riding through grid faults. During low-voltage ride through (LVRT) period, seeing from the converter terminal towards the grid, the Thévenin equivalent grid impedance becomes pretty significant, accordingly making the converter terminal voltage highly sensitive to the output current. Under such circumstances, it is challenging for the converter to resynchronize with the grid via a phase-locked loop (PLL). This paper develops a reduced-order nonlinear model to elaborate on the dynamic synchronization characteristic of the converters. By considering the impact of grid impedance and analysing spatial vector tracking relation, resynchronization principle of the converters during LVRT is revealed. Besides, the impacts of circuit parameters and controller parameters, including residual grid voltage, grid impedance, current references, and PLL parameters, on the transient stability of the converters are investigated. The results are verified by simulation and experimental results.","2475-742X","","10.24295/CPSSTPEA.2019.00005","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8681896","Grid fault;low voltage ride through;phase-locked loop;power converter;synchronization;transient stability.","Phase locked loops;Stability analysis;Transient analysis;Power conversion;Power system stability;Impedance","","42","","","","11 Apr 2019","","","CPSS","CPSS Journals"
"Open-loop power sharing characteristic of a three-port resonant LLC converter","Y. -K. Tran; F. D. Freijedo; D. Dujic","Ecole Polytechnique Federale de Lausanne, Lausanne, VD, CH; Ecole Polytechnique Federale de Lausanne, Lausanne, VD, CH; Ecole Polytechnique Federale de Lausanne, Lausanne, VD, CH",CPSS Transactions on Power Electronics and Applications,"11 Jul 2019","2019","4","2","171","179","The Solid State Transformer (SST) is an attractive solution for highly flexible, cost-effective, compact and efficient power transfer among different grids. Furthermore, a three-port topology is proven as a suitable solution to integrate energy storage resources, the key functionality of emerging SST concept. Among other alternatives, the resonant LLC series resonant converter (SRC) is the cost-effective solution to implement the DC-transformer functionality, which is a core part of the SST. This paper addresses the power sharing characteristics and the zero-voltage switching (ZVS) conditions of a galvanically isolated three-port SRC, operated in DC-transformer mode. A mathematical model, which effectively decouples principal from circulating currents and power flows, is proposed and developed. This new mathematical framework eases the analysis; and reveals a constant power sharing characteristic tightly dominated by the resonant tank parameters even though some degrees of freedom are allowed thanks to the introduction of a differential voltage at the input terminals. Subsequently, design aspects and assessments of working operation conditions are also reported. The accuracy of the proposed model is verified by experimental validation on a labscale prototype.","2475-742X","","10.24295/CPSSTPEA.2019.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8758256","DC-DC converters;medium-voltage DC (MVDC);multiport;resonant converter;solid state transformer","Mathematical model;Topology;Zero voltage switching;Resonant frequency;Energy storage;Voltage control;Capacitors","","31","","","","11 Jul 2019","","","CPSS","CPSS Journals"
"PSO-based optimization for constant-current charging pattern for li-ion battery","Y. Wang; Y. Li; L. Jiang; Y. Huang; Y. Cao","Hunan University, Changsha, Hunan, CN; Hunan University, Changsha, Hunan, CN; Hunan University, Changsha, Hunan, CN; Hunan University, Changsha, Hunan, CN; Hunan University, Changsha, Hunan, CN",Chinese Journal of Electrical Engineering,"15 Aug 2019","2019","5","2","72","78","A particle swarm optimization algorithm to search for an optimal five-stage constant-current charge pattern is proposed. The goal is to maximize the objective function for the proposed charge pattern based on the charging capacity, time, and energy efficiency, which all share the same weight. Firstly, an equivalent circuit model is built and battery parameters are identified. Then the optimal five-stage constant-current charge pattern is searched using a particle swarm optimization algorithm. At last, comparative experiments using the constant current-constant voltage (CC-CV) method are performed. Although the charging SOC of the proposed charging pattern was 2.5% lower than that of the CC-CV strategy, the charging time and charging energy efficiency are improved by 15.6% and 0.47% respectively. In particular, the maximum temperature increase of the battery is approximately 0.8 °C lower than that of the CC-CV method, which indicates that the proposed charging pattern is more secure.","2075-5597","","10.23919/CJEE.2019.000013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8794854","Li-ion batteries;charging strategy;multi-stage constant current;particle swarm optimization;equivalent circuit model","State of charge;Optimization;Lithium-ion batteries;Integrated circuit modeling;Energy efficiency;Equivalent circuits","","27","","","","15 Aug 2019","","","CMP","CMP Journals"
