"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Call for papers","",,Journal of Communications and Networks,"16 May 2022","2022","24","2","274","274","","1976-5541","","10.23919/JCN.2022.100009","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9775736","","Special issues and sections;Web sites;Spread spectrum communication;Routing;Edge computing;Wireless sensor networks;Wireless networks","","","","","","16 May 2022","","","KICS","KICS Journals"
"Message from Editors-in-Chief","",,International Journal of Crowd Science,"15 Apr 2022","2022","6","1","i","i","","2398-7294","","10.26599/IJCS.2022.9100008","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9758681","","","","","","","","15 Apr 2022","","","TUP","TUP Journals"
"Front cover","",,Journal of Communications and Networks,"16 May 2022","2022","24","2","c1","c1","","1976-5541","","10.23919/JCN.2022.100006","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9775738","","Wireless sensor networks;Wireless communication;Solid modeling;Deep learning;Communication system security;Autonomous aerial vehicles;6G mobile communication","","","","","","16 May 2022","","","KICS","KICS Journals"
"Front cover","",,Tsinghua Science and Technology,"12 Nov 2021","2022","27","3","c1","c1","","1007-0214","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9614064","","Signal processing;Integrated circuits;Electron devices;Edge computing","","","","","","12 Nov 2021","","","TUP","TUP Journals"
"Contents","",,Journal of Systems Engineering and Electronics,"13 May 2022","2022","33","2","1","2","","1004-4132","","10.23919/JSEE.2022.9775076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9775076","","Solid modeling;Predictive models;Navigation;Analytical models;Adaptive systems;Reinforcement learning;Radar tracking","","","","","","13 May 2022","","","BIAI","BIAI Journals"
"Inside Back Cover","",,Journal of Systems Engineering and Electronics,"4 Mar 2022","2022","33","1","1","1","","1004-4132","","10.23919/JSEE.2022.9729170","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9729170","","Decision making;Particle swarm optimization;Collaboration;Special issues and sections;Planning;Modeling;Indexes","","","","","","4 Mar 2022","","","BIAI","BIAI Journals"
"Information for authors","",,Journal of Communications and Networks,"16 Mar 2022","2022","24","1","113","117","","1976-5541","","10.23919/JCN.2022.100003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9737065","","Urban areas;Standards;Patents;Protocols;Plagiarism;Open Access;IEEE bylaws","","","","","","16 Mar 2022","","","KICS","KICS Journals"
"Call for papers","",,Journal of Communications and Networks,"16 Mar 2022","2022","24","1","112","112","","1976-5541","","10.23919/JCN.2022.100002","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9737067","","Wireless networks;Channel estimation;6G mobile communication;Reconfigurable intelligent surfaces;Interference;Estimation;Communication system security","","","","","","16 Mar 2022","","","KICS","KICS Journals"
"Inside front cover","",,Journal of Communications and Networks,"16 Mar 2022","2022","24","1","c2","c2","","1976-5541","","10.23919/JCN.2022.9737071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9737071","","Wide area networks;Sun;Wireless communication","","","","","","16 Mar 2022","","","KICS","KICS Journals"
"Front cover","",,Journal of Communications and Networks,"16 Mar 2022","2022","24","1","c1","c1","","1976-5541","","10.23919/JCN.2022.100000","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9737069","","Wireless networks;Spread spectrum communication;Routing;Edge computing;Wireless sensor networks;Trajectory optimization;Scheduling","","","","","","16 Mar 2022","","","KICS","KICS Journals"
"Information for authors","",,Journal of Communications and Networks,"16 May 2022","2022","24","2","275","279","","1976-5541","","10.23919/JCN.2022.100010","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9775735","","Urban areas;Standards;Patents;Protocols;Plagiarism;Open Access;IEEE bylaws","","","","","","16 May 2022","","","KICS","KICS Journals"
"Open access publishing agreement","",,Journal of Communications and Networks,"16 May 2022","2022","24","2","280","282","","1976-5541","","10.23919/JCN.2022.100011","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9775737","","Servers;Open Access;Licenses;Training;Object recognition;Libraries;Web sites","","","","","","16 May 2022","","","KICS","KICS Journals"
"Inside front cover","",,Journal of Communications and Networks,"16 May 2022","2022","24","2","c2","c2","","1976-5541","","10.23919/JCN.2022.100007","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9775741","","Wide area networks;Sun;Wireless communication","","","","","","16 May 2022","","","KICS","KICS Journals"
"Inside Back Cover","",,Journal of Systems Engineering and Electronics,"13 May 2022","2022","33","2","1","1","","1004-4132","","10.23919/JSEE.2022.9775063","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9775063","","Terminology;Sun;Uncertainty;Symbols;Robust control;Reliability theory;Modeling","","","","","","13 May 2022","","","BIAI","BIAI Journals"
"Back cover","",,Journal of Communications and Networks,"16 May 2022","2022","24","2","c4","c4","","1976-5541","","10.23919/JCN.2022.100012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9775739","","Wireless sensor networks;Wireless communication;Solid modeling;Deep learning;Communication system security;Autonomous aerial vehicles;6G mobile communication","","","","","","16 May 2022","","","KICS","KICS Journals"
"Contents","",,Tsinghua Science and Technology,"12 Nov 2021","2022","27","3","1","1","","1007-0214","","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9614065","","Analytical models;Sun;Fans;Ultra wideband technology;Timing;Pipelines;Integrated circuit modeling","","","","","","12 Nov 2021","","","TUP","TUP Journals"
"Inside Front Cover","",,Journal of Systems Engineering and Electronics,"13 May 2022","2022","33","2","1","2","","1004-4132","","10.23919/JSEE.2022.9775075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9775075","","Solid modeling;Predictive models;Navigation;Analytical models;Adaptive systems;Reinforcement learning;Radar tracking","","","","","","13 May 2022","","","BIAI","BIAI Journals"
