"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Matplotlib: A 2D Graphics Environment","J. D. Hunter","Dept. of Computer Science, Univ. of Utah, Salt Lake, UT",Computing in Science & Engineering,"18 Jun 2007","2007","9","3","90","95","Matplotlib is a 2D graphics package used for Python for application development, interactive scripting,and publication-quality image generation across user interfaces and operating systems","1558-366X","","10.1109/MCSE.2007.55","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4160265","Python;scripting languages;application development;scientific programming","Graphics;Interpolation;Equations;Graphical user interfaces;Packaging;Image generation;User interfaces;Operating systems;Computer languages;Programming profession","","22694","14","","IEEE","18 Jun 2007","","","IEEE","IEEE Magazines"
"Consensus and Cooperation in Networked Multi-Agent Systems","R. Olfati-Saber; J. A. Fax; R. M. Murray","Thayer School of Engineering, Dartmouth College, Hanover, NH, USA; Northrop Grumman Corporation, Woodland Hills, CA, USA; Control and Dynamical Systems, California Institute of Technology, Pasadena, CA, USA",Proceedings of the IEEE,"5 Mar 2007","2007","95","1","215","233"," This paper provides a theoretical framework for analysis of consensus algorithms for multi-agent networked systems with an emphasis on the role of directed information flow, robustness to changes in network topology due to link/node failures, time-delays, and performance guarantees. An overview of basic concepts of information consensus in networks and methods of convergence and performance analysis for the algorithms are provided. Our analysis framework is based on tools from matrix theory, algebraic graph theory, and control theory. We discuss the connections between consensus problems in networked dynamic systems and diverse applications including synchronization of coupled oscillators, flocking, formation control, fast consensus in small-world networks, Markov processes and gossip-based algorithms, load balancing in networks, rendezvous in space, distributed sensor fusion in sensor networks, and belief propagation. We establish direct connections between spectral and structural properties of complex networks and the speed of information diffusion of consensus algorithms. A brief introduction is provided on networked systems with nonlocal information flow that are considerably faster than distributed systems with lattice-type nearest neighbor interactions. Simulation results are presented that demonstrate the role of small-world effects on the speed of consensus algorithms and cooperative control of multivehicle formations. ","1558-2256","","10.1109/JPROC.2006.887293","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4118472","Consensus algorithms;cooperative control;flocking;graph Laplacians;information fusion;multi-agent systems;networked control systems;synchronization of coupled oscillators","Multiagent systems;Performance analysis;Sensor fusion;Failure analysis;Information analysis;Algorithm design and analysis;Robustness;Network topology;Convergence;Matrices","","8216","15","102","IEEE","5 Mar 2007","","","IEEE","IEEE Journals"
"Signal Recovery From Random Measurements Via Orthogonal Matching Pursuit","J. A. Tropp; A. C. Gilbert","Applied and Computational Mathematics, California Institute of Technology, Pasadena, CA, USA; Department of Mathematics, University of Michigan, Ann Arbor, MI, USA",IEEE Transactions on Information Theory,"17 Dec 2007","2007","53","12","4655","4666"," This paper demonstrates theoretically and empirically that a greedy algorithm called Orthogonal Matching Pursuit (OMP) can reliably recover a signal with $m$ nonzero entries in dimension $d$  given $ {\rm O}(m \ln d)$ random linear measurements of that signal. This is a massive improvement over previous results, which require ${\rm O}(m^{2})$ measurements. The new results for OMP are comparable with recent results for another approach called Basis Pursuit (BP). In some settings, the OMP algorithm is faster and easier to implement, so it is an attractive alternative to BP for signal recovery problems. ","1557-9654","","10.1109/TIT.2007.909108","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4385788","Algorithms;approximation;basis pursuit;compressed sensing;group testing;orthogonal matching pursuit;signal recovery;sparse approximation","Matching pursuit algorithms;Testing;Performance evaluation;Mathematics;Signal processing;Vectors;Blood;Greedy algorithms;Reliability theory;Compressed sensing","","7331","57","35","IEEE","17 Dec 2007","","","IEEE","IEEE Journals"
"MOEA/D: A Multiobjective Evolutionary Algorithm Based on Decomposition","Q. Zhang; H. Li","Department of Computer Science, University of Essex, Colchester, UK; Department of Computer Science, University of Essex, Colchester, UK",IEEE Transactions on Evolutionary Computation,"27 Nov 2007","2007","11","6","712","731","Decomposition is a basic strategy in traditional multiobjective optimization. However, it has not yet been widely used in multiobjective evolutionary optimization. This paper proposes a multiobjective evolutionary algorithm based on decomposition (MOEA/D). It decomposes a multiobjective optimization problem into a number of scalar optimization subproblems and optimizes them simultaneously. Each subproblem is optimized by only using information from its several neighboring subproblems, which makes MOEA/D have lower computational complexity at each generation than MOGLS and nondominated sorting genetic algorithm II (NSGA-II). Experimental results have demonstrated that MOEA/D with simple decomposition methods outperforms or performs similarly to MOGLS and NSGA-II on multiobjective 0-1 knapsack problems and continuous multiobjective optimization problems. It has been shown that MOEA/D using objective normalization can deal with disparately-scaled objectives, and MOEA/D with an advanced decomposition method can generate a set of very evenly distributed solutions for 3-objective test instances. The ability of MOEA/D with small population, the scalability and sensitivity of MOEA/D have also been experimentally investigated in this paper.","1941-0026","","10.1109/TEVC.2007.892759","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4358754","Computational complexity;decomposition;evolutionary algorithm;multiobjective optimization;Pareto optimality;Computational complexity;decomposition;evolutionary algorithm;multiobjective optimization;Pareto optimality","Evolutionary computation;Pareto optimization;Computational complexity;Sorting;Genetic algorithms;Optimization methods;Testing;Scalability;Computer science;Mathematical model","","6879","3","40","IEEE","27 Nov 2007","","","IEEE","IEEE Journals"
"Image Denoising by Sparse 3-D Transform-Domain Collaborative Filtering","K. Dabov; A. Foi; V. Katkovnik; K. Egiazarian","Institute of Signal Processing, Tampere University of Technology, Tampere, Finland; Institute of Signal Processing, Tampere University of Technology, Tampere, Finland; Institute of Signal Processing, Tampere University of Technology, Tampere, Finland; Institute of Signal Processing, Tampere University of Technology, Tampere, Finland",IEEE Transactions on Image Processing,"16 Jul 2007","2007","16","8","2080","2095","We propose a novel image denoising strategy based on an enhanced sparse representation in transform domain. The enhancement of the sparsity is achieved by grouping similar 2D image fragments (e.g., blocks) into 3D data arrays which we call ""groups."" Collaborative Altering is a special procedure developed to deal with these 3D groups. We realize it using the three successive steps: 3D transformation of a group, shrinkage of the transform spectrum, and inverse 3D transformation. The result is a 3D estimate that consists of the jointly filtered grouped image blocks. By attenuating the noise, the collaborative filtering reveals even the finest details shared by grouped blocks and, at the same time, it preserves the essential unique features of each individual block. The filtered blocks are then returned to their original positions. Because these blocks are overlapping, for each pixel, we obtain many different estimates which need to be combined. Aggregation is a particular averaging procedure which is exploited to take advantage of this redundancy. A significant improvement is obtained by a specially developed collaborative Wiener filtering. An algorithm based on this novel denoising strategy and its efficient implementation are presented in full detail; an extension to color-image denoising is also developed. The experimental results demonstrate that this computationally scalable algorithm achieves state-of-the-art denoising performance in terms of both peak signal-to-noise ratio and subjective visual quality.","1941-0042","","10.1109/TIP.2007.901238","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4271520","Adaptive grouping;block matching;image denoising;sparsity;3-D transform shrinkage","Image denoising;Collaboration;Filtering;Noise reduction;Signal processing algorithms;Signal processing;Energy resolution;Spatial resolution;Signal resolution;Discrete cosine transforms","Algorithms;Artifacts;Image Enhancement;Image Interpretation, Computer-Assisted;Imaging, Three-Dimensional;Reproducibility of Results;Sensitivity and Specificity","6622","90","23","IEEE","16 Jul 2007","","","IEEE","IEEE Journals"
"Comparison of Photovoltaic Array Maximum Power Point Tracking Techniques","T. Esram; P. L. Chapman","Grainger Center for Electric Machinery and Electromechanics, University of Illinois, Urbana-Champaign, Urbana, IL, USA; Grainger Center for Electric Machinery and Electromechanics, University of Illinois, Urbana-Champaign, Urbana, IL, USA",IEEE Transactions on Energy Conversion,"21 May 2007","2007","22","2","439","449","The many different techniques for maximum power point tracking of photovoltaic (PV) arrays are discussed. The techniques are taken from the literature dating back to the earliest methods. It is shown that at least 19 distinct methods have been introduced in the literature, with many variations on implementation. This paper should serve as a convenient reference for future work in PV power generation.","1558-0059","","10.1109/TEC.2006.874230","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4207429","Maximum power point tracking (MPPT);photovoltaic (PV)","Photovoltaic systems;Solar power generation;Temperature;Costs;Convergence;Hardware;Bibliographies;Machinery;Sensor phenomena and characterization;Voltage","","3912","203","91","IEEE","21 May 2007","","","IEEE","IEEE Journals"
"Event-Triggered Real-Time Scheduling of Stabilizing Control Tasks","P. Tabuada","Department of Electrical Engineering, University of California, Los Angeles, CA, USA",IEEE Transactions on Automatic Control,"17 Sep 2007","2007","52","9","1680","1685","In this note, we revisit the problem of scheduling stabilizing control tasks on embedded processors. We start from the paradigm that a real-time scheduler could be regarded as a feedback controller that decides which task is executed at any given instant. This controller has for objective guaranteeing that (control unrelated) software tasks meet their deadlines and that stabilizing control tasks asymptotically stabilize the plant. We investigate a simple event-triggered scheduler based on this feedback paradigm and show how it leads to guaranteed performance thus relaxing the more traditional periodic execution requirements.","1558-2523","","10.1109/TAC.2007.904277","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4303247","Event-triggered;input-to-state stability;real-time scheduling","Communication system control;Processor scheduling;Microprocessors;Scheduling algorithm;Adaptive control;Stability;Computer networks;Embedded computing;Physics computing;Feedback","","3701","1","27","IEEE","17 Sep 2007","","","IEEE","IEEE Journals"
"Compressive Sensing [Lecture Notes]","R. G. Baraniuk","Electrical and Computer Engineering, Rice University",IEEE Signal Processing Magazine,"8 Aug 2007","2007","24","4","118","121","This lecture note presents a new method to capture and represent compressible signals at a rate significantly below the Nyquist rate. This method, called compressive sensing, employs nonadaptive linear projections that preserve the structure of the signal; the signal is then reconstructed from these projections using an optimization process.","1558-0792","","10.1109/MSP.2007.4286571","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4286571","","Vectors;Image coding;Transform coding;Image sampling;Digital cameras;Image storage;Signal processing;Data acquisition;Matrices;Bandwidth","","3635","48","10","IEEE","8 Aug 2007","","","IEEE","IEEE Magazines"
"OpenSim: Open-Source Software to Create and Analyze Dynamic Simulations of Movement","S. L. Delp; F. C. Anderson; A. S. Arnold; P. Loan; A. Habib; C. T. John; E. Guendelman; D. G. Thelen","Departments of Bioengineering and Mechanical Engineering, Clark Center, University of Stanford, Stanford, CA, USA; Department of Bioengineering, University of Stanford, Stanford, CA, USA; Department of Bioengineering, University of Stanford, Stanford, CA, USA; Musculo Graphics Division, Motion Analysis Corporation, Chicago, IL, USA; University of Stanford, Stanford, CA, USA; Computer Science Department, University of Stanford, Stanford, CA, USA; Department of Bioengineering, University of Stanford, Stanford, CA, USA; Mechanical Engineering Department, University of Wisconsin, Madison, Madison, WI, USA",IEEE Transactions on Biomedical Engineering,"22 Oct 2007","2007","54","11","1940","1950","Dynamic simulations of movement allow one to study neuromuscular coordination, analyze athletic performance, and estimate internal loading of the musculoskeletal system. Simulations can also be used to identify the sources of pathological movement and establish a scientific basis for treatment planning. We have developed a freely available, open-source software system (OpenSim) that lets users develop models of musculoskeletal structures and create dynamic simulations of a wide variety of movements. We are using this system to simulate the dynamics of individuals with pathological gait and to explore the biomechanical effects of treatments. OpenSim provides a platform on which the biomechanics community can build a library of simulations that can be exchanged, tested, analyzed, and improved through a multi-institutional collaboration. Developing software that enables a concerted effort from many investigators poses technical and sociological challenges. Meeting those challenges will accelerate the discovery of principles that govern movement control and improve treatments for individuals with movement pathologies.","1558-2531","","10.1109/TBME.2007.901024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4352056","Computed muscle control;forward dynamic simulation;musculoskeletal modeling;open-source software","Open source software;Analytical models;Pathology;Musculoskeletal system;Neuromuscular;Performance analysis;Path planning;Software systems;Biomechanics;Software libraries","Algorithms;Computer Graphics;Computer Simulation;Gait;Humans;Imaging, Three-Dimensional;Joints;Models, Biological;Movement;Programming Languages;Software;User-Computer Interface","3434","17","79","IEEE","22 Oct 2007","","","IEEE","IEEE Journals"
"A Survey of Recent Results in Networked Control Systems","J. P. Hespanha; P. Naghshtabrizi; Y. Xu","Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA; Department of Electrical and Computer Engineering, University of California, Santa Barbara, CA, USA; University of California, Santa Barbara, CA, USA",Proceedings of the IEEE,"5 Mar 2007","2007","95","1","138","162"," Networked control systems (NCSs) are spatially distributed systems for which the communication between sensors, actuators, and controllers is supported by a shared communication network. We review several recent results on estimation, analysis, and controller synthesis for NCSs. The results surveyed address channel limitations in terms of packet-rates, sampling, network delay, and packet dropouts. The results are presented in a tutorial fashion, comparing alternative methodologies. ","1558-2256","","10.1109/JPROC.2006.887288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4118465","Automatic control;communication networks;estimation;networked control systems (NCSs);stability","Networked control systems;Communication system control;Automatic control;Sensor systems;Control systems;Sensor arrays;Actuators;Stability;Communication networks;Control system synthesis","","3096","3","81","IEEE","5 Mar 2007","","","IEEE","IEEE Journals"
