"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"The NumPy Array: A Structure for Efficient Numerical Computation","S. van der Walt; S. C. Colbert; G. Varoquaux","Stellenbosch University, South Africa; Enthought, Inc., USA; INRIA, France",Computing in Science & Engineering,"7 Mar 2011","2011","13","2","22","30","In the Python world, NumPy arrays are the standard representation for numerical data and enable efficient implementation of numerical computations in a high-level language. As this effort shows, NumPy performance can be improved through three techniques: vectorizing calculations, avoiding copying data in memory, and minimizing operation counts.","1558-366X","","10.1109/MCSE.2011.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5725236","Python;NumPy;scientific programming;numerical computations;programming libraries","Arrays;Numerical analysis;Performance evaluation;Computational efficiency;Finite element methods;Vector quantization;Resource management","","7774","19","2","IEEE","7 Mar 2011","","","IEEE","IEEE Magazines"
"ORB: An efficient alternative to SIFT or SURF","E. Rublee; V. Rabaud; K. Konolige; G. Bradski","Willow Garage, Inc., Menlo Park, CA, USA; Willow Garage, Inc., Menlo Park, CA, USA; Willow Garage, Inc., Menlo Park, CA, USA; Willow Garage, Inc., Menlo Park, CA, USA",2011 International Conference on Computer Vision,"12 Jan 2012","2011","","","2564","2571","Feature matching is at the base of many computer vision problems, such as object recognition or structure from motion. Current methods rely on costly descriptors for detection and matching. In this paper, we propose a very fast binary descriptor based on BRIEF, called ORB, which is rotation invariant and resistant to noise. We demonstrate through experiments how ORB is at two orders of magnitude faster than SIFT, while performing as well in many situations. The efficiency is tested on several real-world applications, including object detection and patch-tracking on a smart phone.","2380-7504","978-1-4577-1102-2","10.1109/ICCV.2011.6126544","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6126544","","Boats","","6866","151","30","IEEE","12 Jan 2012","","","IEEE","IEEE Conferences"
"MATPOWER: Steady-State Operations, Planning, and Analysis Tools for Power Systems Research and Education","R. D. Zimmerman; C. E. Murillo-Sánchez; R. J. Thomas","Department of Applied Economics and Management and the School of Electrical and Computer Engineering, Cornell University, Ithaca, NY, USA; Universidad Nacional de Colombia, Manizales, Colombia; Department of Applied Economics and Management and the School of Electrical and Computer Engineering, Cornell University, Ithaca, NY, USA",IEEE Transactions on Power Systems,"20 Jan 2011","2011","26","1","12","19","MATPOWER is an open-source Matlab-based power system simulation package that provides a high-level set of power flow, optimal power flow (OPF), and other tools targeted toward researchers, educators, and students. The OPF architecture is designed to be extensible, making it easy to add user-defined variables, costs, and constraints to the standard OPF problem. This paper presents the details of the network modeling and problem formulations used by MATPOWER, including its extensible OPF architecture. This structure is used internally to implement several extensions to the standard OPF problem, including piece-wise linear cost functions, dispatchable loads, generator capability curves, and branch angle difference limits. Simulation results are presented for a number of test cases comparing the performance of several available OPF solvers and demonstrating MATPOWER's ability to solve large-scale AC and DC OPF problems.","1558-0679","","10.1109/TPWRS.2010.2051168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5491276","Load flow analysis;optimal power flow;optimization methods;power engineering;power engineering education;power system economics;power system simulation;power systems;simulation software;software tools","Power system planning;Steady-state;Power system analysis computing;Power system simulation;Load flow;Open source software;Computer languages;Packaging;Costs;Mathematical model","","5051","7","19","IEEE","21 Jun 2010","","","IEEE","IEEE Journals"
"Differential Evolution: A Survey of the State-of-the-Art","S. Das; P. N. Suganthan","Department of Electronics and Telecommunication Engineering, Jadavpur University, Kolkata, India; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore",IEEE Transactions on Evolutionary Computation,"22 Feb 2011","2011","15","1","4","31","Differential evolution (DE) is arguably one of the most powerful stochastic real-parameter optimization algorithms in current use. DE operates through similar computational steps as employed by a standard evolutionary algorithm (EA). However, unlike traditional EAs, the DE-variants perturb the current-generation population members with the scaled differences of randomly selected and distinct population members. Therefore, no separate probability distribution has to be used for generating the offspring. Since its inception in 1995, DE has drawn the attention of many researchers all over the world resulting in a lot of variants of the basic algorithm with improved performance. This paper presents a detailed review of the basic concepts of DE and a survey of its major variants, its application to multiobjective, constrained, large scale, and uncertain optimization problems, and the theoretical studies conducted on DE so far. Also, it provides an overview of the significant engineering applications that have benefited from the powerful nature of DE.","1941-0026","","10.1109/TEVC.2010.2059031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5601760","Derivative-free optimization;differential evolution (DE);direct search;evolutionary algorithms (EAs);genetic algorithms (GAs);metaheuristics;particle swarm optimization (PSO)","Optimization;Chromium;Heuristic algorithms;Evolution (biology);Minimization;Particle swarm optimization","","4026","2","121","IEEE","14 Oct 2010","","","IEEE","IEEE Journals"
"Contour Detection and Hierarchical Image Segmentation","P. Arbeláez; M. Maire; C. Fowlkes; J. Malik","Department of Electrical Engineering and Computer Science, University of California at Berkeley, Berkeley, CA, USA; Department of Electrical Engineering, California Institute of Technology, Pasadena, CA, USA; Department of Computer Science, University of California at Irvine, Irvine, CA, USA; Department of Electrical Engineering and Computer Science, University of California at Berkeley, Berkeley, CA, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"22 Mar 2011","2011","33","5","898","916","This paper investigates two fundamental problems in computer vision: contour detection and image segmentation. We present state-of-the-art algorithms for both of these tasks. Our contour detector combines multiple local cues into a globalization framework based on spectral clustering. Our segmentation algorithm consists of generic machinery for transforming the output of any contour detector into a hierarchical region tree. In this manner, we reduce the problem of image segmentation to that of contour detection. Extensive experimental evaluation demonstrates that both our contour detection and segmentation methods significantly outperform competing algorithms. The automatically generated hierarchical segmentations can be interactively refined by user-specified annotations. Computation at multiple image resolutions provides a means of coupling our system to recognition applications.","1939-3539","","10.1109/TPAMI.2010.161","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5557884","Contour detection;image segmentation;computer vision.","Image segmentation;Pixel;Detectors;Image edge detection;Humans;Histograms;Benchmark testing","Algorithms;Animals;Cluster Analysis;Humans;Image Processing, Computer-Assisted","3932","31","77","IEEE","26 Aug 2010","","","IEEE","IEEE Journals"
"Hierarchical Control of Droop-Controlled AC and DC Microgrids—A General Approach Toward Standardization","J. M. Guerrero; J. C. Vasquez; J. Matas; L. G. de Vicuna; M. Castilla","Department of Automatic Control Systems and Computer Engineering, Universitat Poliltècnica de Catalunya, Barcelona, Spain; Department of Automatic Control Systems and Computer Engineering, Universitat Poliltècnica de Catalunya, Barcelona, Spain; Department of Electronic Engineering, Universitat Poliltècnica de Catalunya, Vilanova i la GeltrU, Spain; Department of Electronic Engineering, Universitat Poliltècnica de Catalunya, Vilanova i la GeltrU, Spain; Department of Electronic Engineering, Universitat Poliltècnica de Catalunya, Vilanova i la GeltrU, Spain",IEEE Transactions on Industrial Electronics,"10 Dec 2010","2011","58","1","158","172","AC and dc microgrids (MGs) are key elements for integrating renewable and distributed energy resources as well as distributed energy-storage systems. In the last several years, efforts toward the standardization of these MGs have been made. In this sense, this paper presents the hierarchical control derived from ISA-95 and electrical dispatching standards to endow smartness and flexibility to MGs. The hierarchical control proposed consists of three levels: 1) The primary control is based on the droop method, including an output-impedance virtual loop; 2) the secondary control allows the restoration of the deviations produced by the primary control; and 3) the tertiary control manages the power flow between the MG and the external electrical distribution system. Results from a hierarchical-controlled MG are provided to show the feasibility of the proposed approach.","1557-9948","","10.1109/TIE.2010.2066534","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5546958","Distributed generation (DG);distributed power systems;droop method;hierarchical control;ISA-95;microgrid (MG);parallel operation;smart grid (SG)","Standardization;Control systems;Energy resources;Energy storage;Dispatching;Impedance;Power system restoration;Energy management;Power system management;Load flow","","3901","1","51","IEEE","12 Aug 2010","","","IEEE","IEEE Journals"
"FSIM: A Feature Similarity Index for Image Quality Assessment","L. Zhang; L. Zhang; X. Mou; D. Zhang","Department of Computing, Hong Kong Polytechnic University, Kowloon, Hong Kong, China; Department of Computing, Hong Kong Polytechnic University, Kowloon, Hong Kong, China; Institute of Image Processing and Pattern Recognition, Xi'an Jiaotong University, Xi'an, Shaanxi, China; Department of Computing, Hong Kong Polytechnic University, Kowloon, Hong Kong, China",IEEE Transactions on Image Processing,"14 Jul 2011","2011","20","8","2378","2386","Image quality assessment (IQA) aims to use computational models to measure the image quality consistently with subjective evaluations. The well-known structural similarity index brings IQA from pixel- to structure-based stage. In this paper, a novel feature similarity (FSIM) index for full reference IQA is proposed based on the fact that human visual system (HVS) understands an image mainly according to its low-level features. Specifically, the phase congruency (PC), which is a dimensionless measure of the significance of a local structure, is used as the primary feature in FSIM. Considering that PC is contrast invariant while the contrast information does affect HVS' perception of image quality, the image gradient magnitude (GM) is employed as the secondary feature in FSIM. PC and GM play complementary roles in characterizing the image local quality. After obtaining the local quality map, we use PC again as a weighting function to derive a single quality score. Extensive experiments performed on six benchmark IQA databases demonstrate that FSIM can achieve much higher consistency with the subjective evaluations than state-of-the-art IQA metrics.","1941-0042","","10.1109/TIP.2011.2109730","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5705575","Gradient;image quality assessment (IQA);low-level feature;phase congruency (PC)","Measurement;Gabor filters;Indexes;Feature extraction;Visualization;Image color analysis","Algorithms;Databases, Factual;Humans;Image Processing, Computer-Assisted;Models, Theoretical;Reproducibility of Results;Visual Perception","3736","6","39","IEEE","31 Jan 2011","","","IEEE","IEEE Journals"
"Single Image Haze Removal Using Dark Channel Prior","K. He; J. Sun; X. Tang","Department of Information Engineering, Chinese University of Hong Kong, Hong Kong, China; Microsoft Research Asia, China; Department of Information Engineering, Chinese University of Hong Kong, Hong Kong, China",IEEE Transactions on Pattern Analysis and Machine Intelligence,"20 Oct 2011","2011","33","12","2341","2353","In this paper, we propose a simple but effective image prior-dark channel prior to remove haze from a single input image. The dark channel prior is a kind of statistics of outdoor haze-free images. It is based on a key observation-most local patches in outdoor haze-free images contain some pixels whose intensity is very low in at least one color channel. Using this prior with the haze imaging model, we can directly estimate the thickness of the haze and recover a high-quality haze-free image. Results on a variety of hazy images demonstrate the power of the proposed prior. Moreover, a high-quality depth map can also be obtained as a byproduct of haze removal.","1939-3539","","10.1109/TPAMI.2010.168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5567108","Dehaze;defog;image restoration;depth estimation.","Image color analysis;Image restoration;Atmospheric modeling;Channel estimation","","3565","34","20","IEEE","9 Sep 2010","","","IEEE","IEEE Journals"
"Domain Adaptation via Transfer Component Analysis","S. J. Pan; I. W. Tsang; J. T. Kwok; Q. Yang","Institute for Infocomm Research, Singapore; School of Computer Engineering, Nanyang Technological University, Singapore; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China",IEEE Transactions on Neural Networks,"7 Feb 2011","2011","22","2","199","210","Domain adaptation allows knowledge from a source domain to be transferred to a different but related target domain. Intuitively, discovering a good feature representation across domains is crucial. In this paper, we first propose to find such a representation through a new learning method, transfer component analysis (TCA), for domain adaptation. TCA tries to learn some transfer components across domains in a reproducing kernel Hilbert space using maximum mean miscrepancy. In the subspace spanned by these transfer components, data properties are preserved and data distributions in different domains are close to each other. As a result, with the new representations in this subspace, we can apply standard machine learning methods to train classifiers or regression models in the source domain for use in the target domain. Furthermore, in order to uncover the knowledge hidden in the relations between the data labels from the source and target domains, we extend TCA in a semisupervised learning setting, which encodes label information into transfer components learning. We call this extension semisupervised TCA. The main contribution of our work is that we propose a novel dimensionality reduction framework for reducing the distance between domains in a latent space for domain adaptation. We propose both unsupervised and semisupervised feature extraction approaches, which can dramatically reduce the distance between domain distributions by projecting data onto the learned transfer components. Finally, our approach can handle large datasets and naturally lead to out-of-sample generalization. The effectiveness and efficiency of our approach are verified by experiments on five toy datasets and two real-world applications: cross-domain indoor WiFi localization and cross-domain text classification.","1941-0093","","10.1109/TNN.2010.2091281","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5640675","Dimensionality reduction;domain adaptation;Hilbert space embedding of distributions;transfer learning","Kernel;Optimization;Manifolds;Hilbert space;Learning systems;Feature extraction;Noise measurement","Algorithms;Artificial Intelligence;Automatic Data Processing;Computer Simulation;Neural Networks (Computer);Pattern Recognition, Automated;Transfer (Psychology)","3241","7","37","IEEE","18 Nov 2010","","","IEEE","IEEE Journals"
"3D is here: Point Cloud Library (PCL)","R. B. Rusu; S. Cousins","Willow Garage, Inc., Menlo Park, CA, USA; Willow Garage, Inc., Menlo Park, CA, USA",2011 IEEE International Conference on Robotics and Automation,"18 Aug 2011","2011","","","1","4","With the advent of new, low-cost 3D sensing hardware such as the Kinect, and continued efforts in advanced point cloud processing, 3D perception gains more and more importance in robotics, as well as other fields. In this paper we present one of our most recent initiatives in the areas of point cloud perception: PCL (Point Cloud Library - http://pointclouds.org). PCL presents an advanced and extensive approach to the subject of 3D perception, and it's meant to provide support for all the common 3D building blocks that applications need. The library contains state-of-the art algorithms for: filtering, feature estimation, surface reconstruction, registration, model fitting and segmentation. PCL is supported by an international community of robotics and perception researchers. We provide a brief walkthrough of PCL including its algorithmic capabilities and implementation strategies.","1050-4729","978-1-61284-385-8","10.1109/ICRA.2011.5980567","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5980567","","Point cloud compression;Three-dimensional displays;Libraries;Codes;Cloud computing;Data visualization;Robots","","3121","26","11","IEEE","18 Aug 2011","","","IEEE","IEEE Conferences"
