"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Inside Back Cover","",,Journal of Systems Engineering and Electronics,"17 Jan 2024","2023","34","6","1","1","","1004-4132","","10.23919/JSEE.2023.10403832","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10403832","","","","","","","","17 Jan 2024","","","BIAI","BIAI Journals"
"Acoustic sensing after 50 km of transmission fibre using coherent optical subassembly","F. Azendorf; A. Sandmann; W. Reimer; M. Eiselt","Advanced Technology, Adtran, Märzenquelle 1–3, 98617 Meiningen, Germany; Advanced Technology, Adtran, Märzenquelle 1–3, 98617 Meiningen, Germany; Advanced Technology, Adtran, Märzenquelle 1–3, 98617 Meiningen, Germany; Advanced Technology, Adtran, Märzenquelle 1–3, 98617 Meiningen, Germany",49th European Conference on Optical Communications (ECOC 2023),"2 Apr 2024","2023","2023","","920","923","A coherent optical subassembly (COSA) is evaluated for coherent-correlation optical time domain reflectometry (CC-OTDR) based fibre sensing. Even though the COSA was originally designed for digital communication applications, acoustic signals with frequencies up to 360 Hz can be detected after 50 km of transmission.","","978-1-83953-926-8","10.1049/icp.2023.2373","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10488370","","","","1","","","","2 Apr 2024","","","IET","IET Conferences"
"Inside Front Cover","",,Journal of Systems Engineering and Electronics,"16 May 2023","2023","34","2","1","1","","1004-4132","","10.23919/JSEE.2023.10125094","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10125094","","Electron tubes;Swarm robotics;Robot kinematics;Special issues and sections;Planning;Collision avoidance;Indexes","","","","","","16 May 2023","","","BIAI","BIAI Journals"
"Front cover","",,Journal of Communications and Networks,"14 Sep 2023","2023","25","4","c1","c1","","1976-5541","","10.23919/JCN.2023.100026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10251741","","Wireless networks;Vehicle dynamics;Tuning;Sun;Spread spectrum communication;Resource management;Predictive models","","","","","","14 Sep 2023","","","KICS","KICS Journals"
"Inside front cover","",,Journal of Communications and Networks,"14 Sep 2023","2023","25","4","c2","c2","","1976-5541","","10.23919/JCN.2023.100027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10251743","","Wide area networks;Sun;Wireless communication","","","","","","14 Sep 2023","","","KICS","KICS Journals"
"High efficiency/high bandwidth preamplified receiver for high speed networks","C. Caillaud; H. Bertin; C. Besancon; R. Gnanamani; K. Mekhazni","III-V lab, a joint lab between Nokia Bell Labs, Thales and CEA-LETI, France; III-V lab, a joint lab between Nokia Bell Labs, Thales and CEA-LETI, France; III-V lab, a joint lab between Nokia Bell Labs, Thales and CEA-LETI, France; III-V lab, a joint lab between Nokia Bell Labs, Thales and CEA-LETI, France; III-V lab, a joint lab between Nokia Bell Labs, Thales and CEA-LETI, France",49th European Conference on Optical Communications (ECOC 2023),"3 Apr 2024","2023","2023","","776","778","We present a high efficiency preamplified receiver with a responsivity up to 160 A/W, a low noise figure close to 7 dB for very SOA current of 40 mA and a 3-dB bandwidth up to 55 GHz for future optical network.","","978-1-83953-926-8","10.1049/icp.2023.2336","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10489922","","","","","","","","3 Apr 2024","","","IET","IET Conferences"
"Table of Contents November 2023","",,IEEE Latin America Transactions,"29 Sep 2023","2023","21","11","1156","1156","","1548-0992","","10.1109/TLA.2023.10268272","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10268272","energy","IEEE transactions;Wideband;User interfaces;Usability;Stability analysis;Smart grids;Semiconductor device modeling","","","","","IEEE","29 Sep 2023","","","IEEE","IEEE Journals"
"Back cover","",,Journal of Communications and Networks,"9 Jan 2024","2023","25","6","c4","c4","","1976-5541","","10.23919/JCN.2023.10387286","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10387286","","Wireless sensor networks;Energy efficiency;Wireless communication;Wireless LAN;Uplink;Trajectory planning;Topology","","","","","","9 Jan 2024","","","KICS","KICS Journals"
"Inside front cover","",,Journal of Communications and Networks,"20 Nov 2023","2023","25","5","c2","c2","","1976-5541","","10.23919/JCN.2023.000059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10323435","","Wide area networks;Sun;Wireless communication","","","","","","20 Nov 2023","","","KICS","KICS Journals"
"Inside front cover","",,Journal of Communications and Networks,"16 May 2023","2023","25","2","c2","c2","","1976-5541","","10.23919/JCN.2023.100016","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10127640","","Sun;Wireless communication;Wide area networks","","","","","","16 May 2023","","","KICS","KICS Journals"
"Back cover","",,Journal of Communications and Networks,"20 Nov 2023","2023","25","5","c4","c4","","1976-5541","","10.23919/JCN.2023.000061","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10323437","","Information age;Process control;Sun;Spread spectrum communication;Solid modeling;Semantics;Real-time systems","","","","","","20 Nov 2023","","","KICS","KICS Journals"
"Front cover","",,Journal of Communications and Networks,"16 May 2023","2023","25","2","c1","c1","","1976-5541","","10.23919/JCN.2023.100015","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10127638","","Task analysis;Collaboration;Wireless communication;Underwater acoustics;Space vehicles;Service computing;Satellites","","","","","","16 May 2023","","","KICS","KICS Journals"
