"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Rapid object detection using a boosted cascade of simple features","P. Viola; M. Jones","Mitsubishi Electric Research Laboratories, Inc., Cambridge, MA, USA; Compaq Cambridge Research Laboratory, Cambridge, MA, USA",Proceedings of the 2001 IEEE Computer Society Conference on Computer Vision and Pattern Recognition. CVPR 2001,"15 Apr 2003","2001","1","","I","I","This paper describes a machine learning approach for visual object detection which is capable of processing images extremely rapidly and achieving high detection rates. This work is distinguished by three key contributions. The first is the introduction of a new image representation called the ""integral image"" which allows the features used by our detector to be computed very quickly. The second is a learning algorithm, based on AdaBoost, which selects a small number of critical visual features from a larger set and yields extremely efficient classifiers. The third contribution is a method for combining increasingly more complex classifiers in a ""cascade"" which allows background regions of the image to be quickly discarded while spending more computation on promising object-like regions. The cascade can be viewed as an object specific focus-of-attention mechanism which unlike previous approaches provides statistical guarantees that discarded regions are unlikely to contain the object of interest. In the domain of face detection the system yields detection rates comparable to the best previous systems. Used in real-time applications, the detector runs at 15 frames per second without resorting to image differencing or skin color detection.","1063-6919","0-7695-1272-0","10.1109/CVPR.2001.990517","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=990517","","Object detection;Face detection;Pixel;Detectors;Filters;Machine learning;Image representation;Focusing;Skin;Robustness","","9540","713","17","IEEE","15 Apr 2003","","","IEEE","IEEE Conferences"
"Active contours without edges","T. F. Chan; L. A. Vese","Mathematics Department, University of California, Los Angeles, CA, USA; Mathematics Department, University of California, Los Angeles, CA, USA",IEEE Transactions on Image Processing,"7 Aug 2002","2001","10","2","266","277","We propose a new model for active contours to detect objects in a given image, based on techniques of curve evolution, Mumford-Shah (1989) functional for segmentation and level sets. Our model can detect objects whose boundaries are not necessarily defined by the gradient. We minimize an energy which can be seen as a particular case of the minimal partition problem. In the level set formulation, the problem becomes a ""mean-curvature flow""-like evolving the active contour, which will stop on the desired boundary. However, the stopping term does not depend on the gradient of the image, as in the classical active contour models, but is instead related to a particular segmentation of the image. We give a numerical algorithm using finite differences. Finally, we present various experimental results and in particular some examples for which the classical snakes methods based on the gradient are not applicable. Also, the initial curve can be anywhere in the image, and interior contours are automatically detected.","1941-0042","","10.1109/83.902291","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=902291","","Active contours;Level set;Object detection;Image segmentation;Finite difference methods;Image edge detection;Partial differential equations;Helium;Two-term control;Mathematics","","7950","148","29","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"Segmentation of brain MR images through a hidden Markov random field model and the expectation-maximization algorithm","Y. Zhang; M. Brady; S. Smith","FMRIB Centre, John Radcliffe Hospital, University of Oxford, UK; Robotics Research Group, Department of Engineering Science, University of Oxford, UK; FMRIB Centre, John Radcliffe Hospital, University of Oxford, UK",IEEE Transactions on Medical Imaging,"7 Aug 2002","2001","20","1","45","57","The finite mixture (FM) model is the most commonly used model for statistical segmentation of brain magnetic resonance (MR) images because of its simple mathematical form and the piecewise constant nature of ideal brain MR images. However, being a histogram-based model, the FM has an intrinsic limitation-no spatial information is taken into account. This causes the FM model to work only on well-defined images with low levels of noise; unfortunately, this is often not the the case due to artifacts such as partial volume effect and bias field distortion. Under these conditions, FM model-based methods produce unreliable results. Here, the authors propose a novel hidden Markov random field (HMRF) model, which is a stochastic process generated by a MRF whose state sequence cannot be observed directly but which can be indirectly estimated through observations. Mathematically, it can be shown that the FM model is a degenerate version of the HMRF model. The advantage of the HMRF model derives from the way in which the spatial information is encoded through the mutual influences of neighboring sites. Although MRF modeling has been employed in MR image segmentation by other researchers, most reported methods are limited to using MRF as a general prior in an FM model-based approach. To fit the HMRF model, an EM algorithm is used. The authors show that by incorporating both the HMRF model and the EM algorithm into a HMRF-EM framework, an accurate and robust segmentation can be achieved. More importantly, the HMRF-EM framework can easily be combined with other techniques. As an example, the authors show how the bias field correction algorithm of Guillemaud and Brady (1997) can be incorporated into this framework to achieve a three-dimensional fully automated approach for brain MR image segmentation.","1558-254X","","10.1109/42.906424","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=906424","","Hidden Markov models;Image segmentation;Brain modeling;Expectation-maximization algorithms;Mathematical model;Magnetic resonance;Noise level;Stochastic processes;State estimation;Robustness","Algorithms;Brain;Humans;Imaging, Three-Dimensional;Magnetic Resonance Imaging;Markov Chains","5557","13","21","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"Fast approximate energy minimization via graph cuts","Y. Boykov; O. Veksler; R. Zabih","Siemens Corporation Research, Princeton, NJ, USA; NEC Research Institute, Inc., Princeton, NJ, USA; Department of Computer Science, Cornell University, Ithaca, NY, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"7 Aug 2002","2001","23","11","1222","1239","Many tasks in computer vision involve assigning a label (such as disparity) to every pixel. A common constraint is that the labels should vary smoothly almost everywhere while preserving sharp discontinuities that may exist, e.g., at object boundaries. These tasks are naturally stated in terms of energy minimization. The authors consider a wide class of energies with various smoothness constraints. Global minimization of these energy functions is NP-hard even in the simplest discontinuity-preserving case. Therefore, our focus is on efficient approximation algorithms. We present two algorithms based on graph cuts that efficiently find a local minimum with respect to two types of large moves, namely expansion moves and swap moves. These moves can simultaneously change the labels of arbitrarily large sets of pixels. In contrast, many standard algorithms (including simulated annealing) use small moves where only one pixel changes its label at a time. Our expansion algorithm finds a labeling within a known factor of the global minimum, while our swap algorithm handles more general energy functions. Both of these algorithms allow important cases of discontinuity preserving energies. We experimentally demonstrate the effectiveness of our approach for image restoration, stereo and motion. On real data with ground truth, we achieve 98 percent accuracy.","1939-3539","","10.1109/34.969114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=969114","","Labeling;Image restoration;Stereo vision;Minimization methods;Markov random fields;Energy measurement;Computer vision;Approximation algorithms;Simulated annealing;Motion estimation","","5330","127","47","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"Factor graphs and the sum-product algorithm","F. R. Kschischang; B. J. Frey; H. . -A. Loeliger","Department of Electrical and Computer Engineering, University of Toronto, Toronto, ONT, Canada; Faculty of Computer Science, University of Waterloo, Waterloo, ONT, Canada; Signal Processing Laboratory (ISI), ETH Zentrum-ETL, Zurich, Switzerland",IEEE Transactions on Information Theory,"7 Aug 2002","2001","47","2","498","519","Algorithms that must deal with complicated global functions of many variables often exploit the manner in which the given functions factor as a product of ""local"" functions, each of which depends on a subset of the variables. Such a factorization can be visualized with a bipartite graph that we call a factor graph, In this tutorial paper, we present a generic message-passing algorithm, the sum-product algorithm, that operates in a factor graph. Following a single, simple computational rule, the sum-product algorithm computes-either exactly or approximately-various marginal functions derived from the global function. A wide variety of algorithms developed in artificial intelligence, signal processing, and digital communications can be derived as specific instances of the sum-product algorithm, including the forward/backward algorithm, the Viterbi algorithm, the iterative ""turbo"" decoding algorithm, Pearl's (1988) belief propagation algorithm for Bayesian networks, the Kalman filter, and certain fast Fourier transform (FFT) algorithms.","1557-9654","","10.1109/18.910572","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=910572","","Graph theory","","4437","229","33","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"A database of human segmented natural images and its application to evaluating segmentation algorithms and measuring ecological statistics","D. Martin; C. Fowlkes; D. Tal; J. Malik","Department of Electrical Engineering and Computer Sciences, University of California Berkeley, Berkeley, CA, USA; Department of Electrical Engineering and Computer Sciences, University of California Berkeley, Berkeley, CA, USA; Department of Electrical Engineering and Computer Sciences, University of California Berkeley, Berkeley, CA, USA; Department of Electrical Engineering and Computer Sciences, University of California Berkeley, Berkeley, CA, USA",Proceedings Eighth IEEE International Conference on Computer Vision. ICCV 2001,"7 Aug 2002","2001","2","","416","423 vol.2","This paper presents a database containing 'ground truth' segmentations produced by humans for images of a wide variety of natural scenes. We define an error measure which quantifies the consistency between segmentations of differing granularities and find that different human segmentations of the same image are highly consistent. Use of this dataset is demonstrated in two applications: (1) evaluating the performance of segmentation algorithms and (2) measuring probability distributions associated with Gestalt grouping factors as well as statistics of image region properties.","","0-7695-1143-0","10.1109/ICCV.2001.937655","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=937655","","Image segmentation;Image databases;Humans;Image recognition;Layout;Computer errors;Testing;Application software;Electric variables measurement;Statistics","","4227","14","18","IEEE","7 Aug 2002","","","IEEE","IEEE Conferences"
"Active appearance models","T. F. Cootes; G. J. Edwards; C. J. Taylor","Division of Imaging Science and Biomedical Engineering, University of Manchester, Institute of Science and Technology, UK; Image-Metrics Limited, Stockport, Cheshire, UK; Division of Imaging Science and Biomedical Engineering, University of Manchester, Institute of Science and Technology, UK",IEEE Transactions on Pattern Analysis and Machine Intelligence,"7 Aug 2002","2001","23","6","681","685","We describe a new method of matching statistical models of appearance to images. A set of model parameters control modes of shape and gray-level variation learned from a training set. We construct an efficient iterative matching algorithm by learning the relationship between perturbations in the model parameters and the induced image errors.","1939-3539","","10.1109/34.927467","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=927467","","Deformable models;Shape control;Iterative algorithms;Optimization methods;Active shape model;Robustness;Image reconstruction;Surface fitting;Image generation;Image segmentation","","3805","113","14","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"Permanent scatterers in SAR interferometry","A. Ferretti; C. Prati; F. Rocca","Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milan, Italy; Dipartimento di Elettronica e Informazione, Politecnico di Milano, Milan, Italy",IEEE Transactions on Geoscience and Remote Sensing,"7 Aug 2002","2001","39","1","8","20","Temporal and geometrical decorrelation often prevents SAR interferometry from being an operational tool for surface deformation monitoring and topographic profile reconstruction. Moreover, atmospheric disturbances can strongly compromise the accuracy of the results. The authors present a complete procedure for the identification and exploitation of stable natural reflectors or permanent scatterers (PSs) starting from long temporal series of interferometric SAR images. When, as it often happens, the dimension of the PS is smaller than the resolution cell, the coherence is good even for interferograms with baselines larger than the decorrelation one, and all the available images of the ESA ERS data set can be successfully exploited. On these pixels, submeter DEM accuracy and millimetric terrain motion detection can be achieved, since atmospheric phase screen (APS) contributions can be estimated and removed. Examples are then shown of small motion measurements, DEM refinement, and APS estimation and removal in the case of a sliding area in Ancona, Italy. ERS data have been used.","1558-0644","","10.1109/36.898661","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=898661","","Scattering;Interferometry;Decorrelation;Motion estimation;Surface reconstruction;Surface topography;Monitoring;Image reconstruction;Image resolution;Motion detection","","3799","3","35","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"From few to many: illumination cone models for face recognition under variable lighting and pose","A. S. Georghiades; P. N. Belhumeur; D. J. Kriegman","Departments of Electrical Engineering and Computer Science, Yale University, New Heaven, CT, USA; Departments of Electrical Engineering and Computer Science, Yale University, New Heaven, CT, USA; Department of Computer Science and Beckman Institute, University of Illinois, Urbana-Champaign, IL, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"7 Aug 2002","2001","23","6","643","660","We present a generative appearance-based method for recognizing human faces under variation in lighting and viewpoint. Our method exploits the fact that the set of images of an object in fixed pose, but under all possible illumination conditions, is a convex cone in the space of images. Using a small number of training images of each face taken with different lighting directions, the shape and albedo of the face can be reconstructed. In turn, this reconstruction serves as a generative model that can be used to render (or synthesize) images of the face under novel poses and illumination conditions. The pose space is then sampled and, for each pose, the corresponding illumination cone is approximated by a low-dimensional linear subspace whose basis vectors are estimated using the generative model. Our recognition algorithm assigns to a test image the identity of the closest approximated illumination cone. Test results show that the method performs almost without error, except on the most extreme lighting directions.","1939-3539","","10.1109/34.927464","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=927464","","Lighting;Face recognition;Image reconstruction;Testing;Humans;Shape;Rendering (computer graphics);Vectors;Image recognition;Performance evaluation","","3780","45","76","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"The impact of the MIT-BIH Arrhythmia Database","G. B. Moody; R. G. Mark","Division of Health Sciences and Technology, Harvard and Massachusetts Institute of Technology, USA; Division of Health Sciences and Technology, Harvard and Massachusetts Institute of Technology, USA",IEEE Engineering in Medicine and Biology Magazine,"7 Aug 2002","2001","20","3","45","50","The MIT-BIH Arrhythmia Database was the first generally available set of standard test material for evaluation of arrhythmia detectors, and it has been used for that purpose as well as for basic research into cardiac dynamics at about 500 sites worldwide since 1980. It has lived a far longer life than any of its creators ever expected. Together with the American Heart Association Database, it played an interesting role in stimulating manufacturers of arrhythmia analyzers to compete on the basis of objectively measurable performance, and much of the current appreciation of the value of common databases, both for basic research and for medical device development and evaluation, can be attributed to this experience. In this article, we briefly review the history of the database, describe its contents, discuss what we have learned about database design and construction, and take a look at some of the later projects that have been stimulated by both the successes and the limitations of the MIT-BIH Arrhythmia Database.","1937-4186","","10.1109/51.932724","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=932724","","Databases;Electrocardiography;History;Heart;Rhythm;Laboratories;Aging;Materials testing;Detectors;Manufacturing","Algorithms;Arrhythmias, Cardiac;Arrhythmias, Cardiac;Arrhythmias, Cardiac;Databases, Factual;Diagnosis, Computer-Assisted;Diagnosis, Computer-Assisted;Electrocardiography;Electrocardiography;History, 20th Century;Humans;Signal Processing, Computer-Assisted;Statistics as Topic;Statistics as Topic","3037","8","14","IEEE","7 Aug 2002","","","IEEE","IEEE Magazines"
