"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Compressed sensing","D. L. Donoho","Department of Statistics, University of Stanford, Stanford, CA, USA",IEEE Transactions on Information Theory,"3 Apr 2006","2006","52","4","1289","1306","Suppose x is an unknown vector in Ropfm (a digital image or signal); we plan to measure n general linear functionals of x and then reconstruct. If x is known to be compressible by transform coding with a known transform, and we reconstruct via the nonlinear procedure defined here, the number of measurements n can be dramatically smaller than the size m. Thus, certain natural classes of images with m pixels need only n=O(m1/4log5/2(m)) nonadaptive nonpixel samples for faithful recovery, as opposed to the usual m pixel samples. More specifically, suppose x has a sparse representation in some orthonormal basis (e.g., wavelet, Fourier) or tight frame (e.g., curvelet, Gabor)-so the coefficients belong to an lscrp ball for 0<ples1. The N most important coefficients in that expansion allow reconstruction with lscr2 error O(N1/2-1p/). It is possible to design n=O(Nlog(m)) nonadaptive measurements allowing reconstruction with accuracy comparable to that attainable with direct knowledge of the N most important coefficients. Moreover, a good approximation to those N important coefficients is extracted from the n measurements by solving a linear program-Basis Pursuit in signal processing. The nonadaptive measurements have the character of ""random"" linear combinations of basis/frame elements. Our results use the notions of optimal recovery, of n-widths, and information-based complexity. We estimate the Gel'fand n-widths of lscrp balls in high-dimensional Euclidean space in the case 0<ples1, and give a criterion identifying near- optimal subspaces for Gel'fand n-widths. We show that ""most"" subspaces are near-optimal, and show that convex optimization (Basis Pursuit) is a near-optimal way to extract information derived from these near-optimal subspaces","1557-9654","","10.1109/TIT.2006.871582","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1614066","Adaptive sampling;almost-spherical sections of Banach spaces;Basis Pursuit;eigenvalues of random matrices;Gel'fand;information-based complexity;integrated sensing and processing;minimum;optimal recovery;Quotient-of-a-Subspace theorem;sparse solution of linear equations","Compressed sensing;Image reconstruction;Pixel;Vectors;Digital images;Image coding;Transform coding;Size measurement;Signal processing;Data mining","","21156","238","47","IEEE","3 Apr 2006","","","IEEE","IEEE Journals"
"Robust uncertainty principles: exact signal reconstruction from highly incomplete frequency information","E. J. Candes; J. Romberg; T. Tao","Department of Applied and Computational Mathematics, California Institute of Technology, Pasadena, CA, USA; Department of Applied and Computational Mathematics, California Institute of Technology, Pasadena, CA, USA; Department of Mathematics, University of California, Los Angeles, CA, USA",IEEE Transactions on Information Theory,"23 Jan 2006","2006","52","2","489","509","This paper considers the model problem of reconstructing an object from incomplete frequency samples. Consider a discrete-time signal f/spl isin/C/sup N/ and a randomly chosen set of frequencies /spl Omega/. Is it possible to reconstruct f from the partial knowledge of its Fourier coefficients on the set /spl Omega/? A typical result of this paper is as follows. Suppose that f is a superposition of |T| spikes f(t)=/spl sigma//sub /spl tau//spl isin/T/f(/spl tau/)/spl delta/(t-/spl tau/) obeying |T|/spl les/C/sub M//spl middot/(log N)/sup -1/ /spl middot/ |/spl Omega/| for some constant C/sub M/>0. We do not know the locations of the spikes nor their amplitudes. Then with probability at least 1-O(N/sup -M/), f can be reconstructed exactly as the solution to the /spl lscr//sub 1/ minimization problem. In short, exact recovery may be obtained by solving a convex optimization problem. We give numerical values for C/sub M/ which depend on the desired probability of success. Our result may be interpreted as a novel kind of nonlinear sampling theorem. In effect, it says that any signal made out of |T| spikes may be recovered by convex programming from almost every set of frequencies of size O(|T|/spl middot/logN). Moreover, this is nearly optimal in the sense that any method succeeding with probability 1-O(N/sup -M/) would in general require a number of frequency samples at least proportional to |T|/spl middot/logN. The methodology extends to a variety of other situations and higher dimensions. For example, we show how one can reconstruct a piecewise constant (one- or two-dimensional) object from incomplete frequency samples - provided that the number of jumps (discontinuities) obeys the condition above - by minimizing other convex functionals such as the total variation of f.","1557-9654","","10.1109/TIT.2005.862083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1580791","Convex optimization;duality in optimization;free probability;image reconstruction;linear programming;random matrices;sparsity;total-variation minimization;trigonometric expansions;uncertainty principle","Robustness;Uncertainty;Signal reconstruction;Frequency;Image reconstruction;Mathematics;Biomedical imaging;Sampling methods;Linear programming;Signal processing","","11687","186","31","IEEE","23 Jan 2006","","","IEEE","IEEE Journals"
"K-SVD: An algorithm for designing overcomplete dictionaries for sparse representation","M. Aharon; M. Elad; A. Bruckstein","Department of Computer Science, Israel Institute of Technology-Technion, Haifa, Israel; Department of Computer Science, Israel Institute of Technology-Technion, Haifa, Israel; Department of Computer Science, Israel Institute of Technology-Technion, Haifa, Israel",IEEE Transactions on Signal Processing,"16 Oct 2006","2006","54","11","4311","4322","In recent years there has been a growing interest in the study of sparse representation of signals. Using an overcomplete dictionary that contains prototype signal-atoms, signals are described by sparse linear combinations of these atoms. Applications that use sparse representation are many and include compression, regularization in inverse problems, feature extraction, and more. Recent activity in this field has concentrated mainly on the study of pursuit algorithms that decompose signals with respect to a given dictionary. Designing dictionaries to better fit the above model can be done by either selecting one from a prespecified set of linear transforms or adapting the dictionary to a set of training signals. Both of these techniques have been considered, but this topic is largely still open. In this paper we propose a novel algorithm for adapting dictionaries in order to achieve sparse signal representations. Given a set of training signals, we seek the dictionary that leads to the best representation for each member in this set, under strict sparsity constraints. We present a new method-the K-SVD algorithm-generalizing the K-means clustering process. K-SVD is an iterative method that alternates between sparse coding of the examples based on the current dictionary and a process of updating the dictionary atoms to better fit the data. The update of the dictionary columns is combined with an update of the sparse representations, thereby accelerating convergence. The K-SVD algorithm is flexible and can work with any pursuit method (e.g., basis pursuit, FOCUSS, or matching pursuit). We analyze this algorithm and demonstrate its results both on synthetic tests and in applications on real image data","1941-0476","","10.1109/TSP.2006.881199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1710377","Atom decomposition;basis pursuit;codebook;dictionary;FOCUSS;gain-shape VQ;matching pursuit;sparse representation;training;vector quantization","Algorithm design and analysis;Dictionaries;Matching pursuit algorithms;Pursuit algorithms;Clustering algorithms;Iterative algorithms;Prototypes;Inverse problems;Feature extraction;Signal design","","7610","76","47","IEEE","16 Oct 2006","","","IEEE","IEEE Journals"
"Near-Optimal Signal Recovery From Random Projections: Universal Encoding Strategies?","E. J. Candes; T. Tao","Department of Applied and Computational Mathematics, California Institute of Technology, Pasadena, CA, USA; Department of Mathematics, University of California, Los Angeles, CA, USA",IEEE Transactions on Information Theory,"30 Nov 2006","2006","52","12","5406","5425"," Suppose we are given a vector <emphasis><formula formulatype=""inline""> <tex>$f$</tex></formula></emphasis> in a class <emphasis><formula formulatype=""inline""> <tex>${\cal F} \subset{\BBR}^N$</tex></formula></emphasis>, e.g., a class of digital signals or digital images. How many linear measurements do we need to make about <emphasis><formula formulatype=""inline""><tex>$f$</tex></formula></emphasis> to be able to recover <emphasis><formula formulatype=""inline""><tex>$f$</tex> </formula></emphasis> to within precision <emphasis><formula formulatype=""inline""> <tex>$\epsilon$</tex></formula></emphasis> in the Euclidean <emphasis><formula formulatype=""inline""><tex>$(\ell_2)$</tex></formula></emphasis> metric? This paper shows that if the objects of interest are sparse in a fixed basis or compressible, then it is possible to reconstruct <emphasis><formula formulatype=""inline""> <tex>$f$</tex></formula></emphasis> to within very high accuracy from a small number of random measurements by solving a simple linear program. More precisely, suppose that the <emphasis><formula formulatype=""inline""><tex>$n$</tex></formula></emphasis>th largest entry of the vector <emphasis><formula formulatype=""inline""><tex>$\vert f\vert$</tex></formula></emphasis> (or of its coefficients in a fixed basis) obeys <emphasis><formula formulatype=""inline""><tex>$\vert f\vert _{(n)} \le R \cdot n^{-1/p}$</tex></formula></emphasis>, where <emphasis><formula formulatype=""inline""> <tex>$R > 0$</tex></formula></emphasis> and <emphasis><formula formulatype=""inline""> <tex>$p > 0$</tex></formula></emphasis>. Suppose that we take measurements <emphasis><formula formulatype=""inline""><tex>$y_k = \langle f, X_k\rangle, k = 1, \ldots, K$</tex> </formula></emphasis>, where the <emphasis><formula formulatype=""inline""> <tex>$X_k$</tex></formula></emphasis> are <emphasis><formula formulatype=""inline""> <tex>$N$</tex></formula></emphasis>-dimensional Gaussian vectors with independent standard normal entries. Then for each <emphasis><formula formulatype=""inline""> <tex>$f$</tex></formula></emphasis> obeying the decay estimate above for some <emphasis><formula formulatype=""inline""><tex>$0 < p < 1$</tex></formula></emphasis> and with overwhelming probability, our reconstruction <emphasis><formula formulatype=""inline""> <tex>$f^\sharp$</tex></formula></emphasis>, defined as the solution to the constraints <emphasis><formula formulatype=""inline""><tex>$y_k = \langle f^\sharp, X_k \rangle$</tex></formula></emphasis> with minimal <emphasis><formula formulatype=""inline""> <tex>$\ell_1$</tex></formula></emphasis> norm, obeys <emphasis> <formula formulatype=""display""><tex>$$ \Vert f - f^\sharp\Vert _{\ell_2} \le C_p \cdot R \cdot (K/\log N)^{-r}, \quad r = 1/p - 1/2. $$</tex> </formula></emphasis>There is a sense in which this result is optimal; it is generally impossible to obtain a higher accuracy from any set of <emphasis><formula formulatype=""inline""><tex>$K$</tex></formula></emphasis> measurements whatsoever. The methodology extends to various other random measurement ensembles; for example, we show that similar results hold if one observes a few randomly sampled Fourier coefficients of <emphasis><formula formulatype=""inline""><tex>$f$</tex> </formula></emphasis>. In fact, the results are quite general and require only two hypotheses on the measurement ensemble which are detailed. ","1557-9654","","10.1109/TIT.2006.885507","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4016283","Concentration of measure;convex optimization;duality in optimization;linear programming;random matrices;random projections;signal recovery;singular values of random matrices;sparsity;trigonometric expansions;uncertainty principle","Encoding;Vectors;Image reconstruction;Mathematics;Digital images;Image coding;Measurement standards;Linear programming;Geometry;Concrete","","4969","74","47","IEEE","30 Nov 2006","","","IEEE","IEEE Journals"
"Geant4 developments and applications","J. Allison; K. Amako; J. Apostolakis; H. Araujo; P. Arce Dubois; M. Asai; G. Barrand; R. Capra; S. Chauvie; R. Chytracek; G. A. P. Cirrone; G. Cooperman; G. Cosmo; G. Cuttone; G. G. Daquino; M. Donszelmann; M. Dressel; G. Folger; F. Foppiano; J. Generowicz; V. Grichine; S. Guatelli; P. Gumplinger; A. Heikkinen; I. Hrivnacova; A. Howard; S. Incerti; V. Ivanchenko; T. Johnson; F. Jones; T. Koi; R. Kokoulin; M. Kossov; H. Kurashige; V. Lara; S. Larsson; F. Lei; O. Link; F. Longo; M. Maire; A. Mantero; B. Mascialino; I. McLaren; P. Mendez Lorenzo; K. Minamimoto; K. Murakami; P. Nieminen; L. Pandola; S. Parlati; L. Peralta; J. Perl; A. Pfeiffer; M. G. Pia; A. Ribon; P. Rodrigues; G. Russo; S. Sadilov; G. Santin; T. Sasaki; D. Smith; N. Starkov; S. Tanaka; E. Tcherniaev; B. Tome; A. Trindade; P. Truscott; L. Urban; M. Verderi; A. Walkden; J. P. Wellisch; D. C. Williams; D. Wright; H. Yoshida","University of Manchester, Manchester, UK; KEK, Japan; CERN, Geneva, Switzerland; Imperial College, London, UK; University of Cantabria, Santander, Spain; Stanford, SLAC, CA, USA; LAL, Orsay, France; INFN Sezione di Genova, Genova, Italy; INFN Sezione di Torino, Torino, Italy; CERN, Geneva, Switzerland; INFN Laboratori Nazionali del Sud, Catania, Italy; Northeastern University, Boston, MA, USA; CERN, Geneva, Switzerland; INFN Laboratori Nazionali del Sud, Catania, Italy; CERN, Geneva, Switzerland; Stanford, SLAC, CA, USA; CERN, Geneva, Switzerland; CERN, Geneva, Switzerland; IST Istituto Nazionale per la Ricerca sul Cancro, Genova, Italy; CERN, Geneva, Switzerland; P.N. Lebedev Institute, Moscow, Russia; INFN Sezione di Genova, Genova, Italy; TRIUMF, Vancouver, Canada; Helsinki Institute of Physics, Helsinki, Finland; Institut de Physique Nucleaire, Orsay, France; Imperial College, London, UK; CENBG, CNRS/IN2P3-Bordeaux 1 University, Gradignan, France; Helsinki Institute of Physics, Helsinki, Finland; Stanford, SLAC, CA, USA; TRIUMF, Vancouver, Canada; Stanford, SLAC, CA, USA; Moscow Engineering Physics Institute, Moscow, Russia; CERN, Geneva, Switzerland; Kobe University, Kobe, Japan; Instituto de Fisica Corpuscular, Valencia, Spain; Karolinska Institutet, Stockholm, Sweden; Qinetiq, Farnborough, UK; CERN, Geneva, Switzerland; INFN Sezione di Trieste, Trieste, Italy; LAPP, Annecy-le-Vieux, France; INFN Sezione di Genova, Genova, Italy; INFN Sezione di Genova, Genova, Italy; CERN, Geneva, Switzerland; CERN, Geneva, Switzerland; Naruto University of Education, Tokushima, Japan; KEK, Japan; European Space Agency, Noordwijk, Netherlands; INFN Laboratorio Nazionale del Gran Sasso, Assergi, Italy; INFN Laboratorio Nazionale del Gran Sasso, Assergi, Italy; LIP, Lisbon, Portugal; Stanford, SLAC, CA, USA; CERN, Geneva, Switzerland; INFN Sezione di Genova, Genova, Italy; CERN, Geneva, Switzerland; LIP, Lisbon, Portugal; INFN Laboratori Nazionali del Sud, Catania, Italy; CERN, Geneva, Switzerland; European Space Agency, Noordwijk, Netherlands; KEK, Japan; Stanford, SLAC, CA, USA; P.N. Lebedev Institute, Moscow, Russia; Ritsumeikan University, Kusatsu, Shiga, Japan; CERN, Geneva, Switzerland; LIP, Lisbon, Portugal; LIP, Lisbon, Portugal; Qinetiq, Farnborough, UK; RMKI, Budapest, Hungary; Ecole Polytechnique, Palaiseau, France; University of Manchester, Manchester, UK; CERN, Geneva, Switzerland; University of California at Santa Cruz, Santa Cruz, CA, USA; Stanford, SLAC, CA, USA; Naruto University of Education, Tokushima, Japan",IEEE Transactions on Nuclear Science,"27 Mar 2006","2006","53","1","270","278","Geant4 is a software toolkit for the simulation of the passage of particles through matter. It is used by a large number of experiments and projects in a variety of application domains, including high energy physics, astrophysics and space science, medical physics and radiation protection. Its functionality and modeling capabilities continue to be extended, while its performance is enhanced. An overview of recent developments in diverse areas of the toolkit is presented. These include performance optimization for complex setups; improvements for the propagation in fields; new options for event biasing; and additions and improvements in geometry, physics processes and interactive capabilities","1558-1578","","10.1109/TNS.2006.869826","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1610988","Electromagnetic interactions;hadronic interactions;object-oriented technology;particle interactions;physics validation;simulation","Object oriented modeling;Physics;Production;Kernel;Application software;Large Hadron Collider;Software tools;Medical simulation;Astrophysics;Protection","","4869","10","59","IEEE","27 Mar 2006","","","IEEE","IEEE Journals"
"Face Description with Local Binary Patterns: Application to Face Recognition","T. Ahonen; A. Hadid; M. Pietikainen","Machine Vision Group, Department of Electrical and Information Engineering, University of Oulu, Finland; Machine Vision Group, Department of Electrical and Information Engineering, University of Oulu, Finland; Machine Vision Group, Department of Electrical and Information Engineering, University of Oulu, Finland",IEEE Transactions on Pattern Analysis and Machine Intelligence,"30 Oct 2006","2006","28","12","2037","2041","This paper presents a novel and efficient facial image representation based on local binary pattern (LBP) texture features. The face image is divided into several regions from which the LBP feature distributions are extracted and concatenated into an enhanced feature vector to be used as a face descriptor. The performance of the proposed method is assessed in the face recognition problem under different challenges. Other applications and several extensions are also discussed","1939-3539","","10.1109/TPAMI.2006.244","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1717463","Facial image representation;local binary pattern;component-based face recognition;texture features;face misalignment.","Face recognition;Face detection;Principal component analysis;Image texture analysis;Data mining;Image representation;Feature extraction;Linear discriminant analysis;Robustness;Lighting","Algorithms;Artificial Intelligence;Biometry;Face;Humans;Image Enhancement;Image Interpretation, Computer-Assisted;Information Storage and Retrieval;Numerical Analysis, Computer-Assisted;Pattern Recognition, Automated;Reproducibility of Results;Sensitivity and Specificity;Signal Processing, Computer-Assisted","4299","35","28","IEEE","30 Oct 2006","","","IEEE","IEEE Journals"
"Beyond Bags of Features: Spatial Pyramid Matching for Recognizing Natural Scene Categories","S. Lazebnik; C. Schmid; J. Ponce","Beckman Institute, University of Illinois, Urbana-Champaign, USA; INRIA Rhône-Alpes, Montbonnot Saint Martin, France; Beckman Institute, University of Illinois, Urbana-Champaign, USA",2006 IEEE Computer Society Conference on Computer Vision and Pattern Recognition (CVPR'06),"9 Oct 2006","2006","2","","2169","2178","This paper presents a method for recognizing scene categories based on approximate global geometric correspondence. This technique works by partitioning the image into increasingly fine sub-regions and computing histograms of local features found inside each sub-region. The resulting ""spatial pyramid"" is a simple and computationally efficient extension of an orderless bag-of-features image representation, and it shows significantly improved performance on challenging scene categorization tasks. Specifically, our proposed method exceeds the state of the art on the Caltech-101 database and achieves high accuracy on a large database of fifteen natural scene categories. The spatial pyramid framework also offers insights into the success of several recently proposed image descriptions, including Torralba’s ""gist"" and Lowe’s SIFT descriptors.","1063-6919","0-7695-2597-0","10.1109/CVPR.2006.68","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1641019","","Layout;Robustness;Histograms;Image databases;Spatial databases;Object recognition;Image representation;Image recognition;Shape;Image segmentation","","4283","143","25","IEEE","9 Oct 2006","","","IEEE","IEEE Conferences"
"Overview of Control and Grid Synchronization for Distributed Power Generation Systems","F. Blaabjerg; R. Teodorescu; M. Liserre; A. V. Timbus","Institute of Energy Technology, University of Aalborg, Aalborg, Denmark; Institute of Energy Technology, University of Aalborg, Aalborg, Denmark; Department of Electrotechnical and Electronic Engineering, Polytechnic of Bari, Bari, Italy; Institute of Energy Technology, University of Aalborg, Aalborg, Denmark",IEEE Transactions on Industrial Electronics,"2 Oct 2006","2006","53","5","1398","1409","Renewable energy sources like wind, sun, and hydro are seen as a reliable alternative to the traditional energy sources such as oil, natural gas, or coal. Distributed power generation systems (DPGSs) based on renewable energy sources experience a large development worldwide, with Germany, Denmark, Japan, and USA as leaders in the development in this field. Due to the increasing number of DPGSs connected to the utility network, new and stricter standards in respect to power quality, safe running, and islanding protection are issued. As a consequence, the control of distributed generation systems should be improved to meet the requirements for grid interconnection. This paper gives an overview of the structures for the DPGS based on fuel cell, photovoltaic, and wind turbines. In addition, control structures of the grid-side converter are presented, and the possibility of compensation for low-order harmonics is also discussed. Moreover, control strategies when running on grid faults are treated. This paper ends up with an overview of synchronization methods and a discussion about their importance in the control","1557-9948","","10.1109/TIE.2006.881997","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1705631","Control strategies;distributed power generation;grid converter control;grid disturbances;grid synchronization","Control systems;Distributed power generation;Photovoltaic systems;Wind energy generation;Wind power generation;Renewable energy resources;Distributed control;Wind energy;Sun;Power system reliability","","4089","19","67","IEEE","2 Oct 2006","","","IEEE","IEEE Journals"
"Flocking for multi-agent dynamic systems: algorithms and theory","R. Olfati-Saber","Thayer School of Engineering, Dartmouth College, Hanover, NH, USA",IEEE Transactions on Automatic Control,"13 Mar 2006","2006","51","3","401","420","In this paper, we present a theoretical framework for design and analysis of distributed flocking algorithms. Two cases of flocking in free-space and presence of multiple obstacles are considered. We present three flocking algorithms: two for free-flocking and one for constrained flocking. A comprehensive analysis of the first two algorithms is provided. We demonstrate the first algorithm embodies all three rules of Reynolds. This is a formal approach to extraction of interaction rules that lead to the emergence of collective behavior. We show that the first algorithm generically leads to regular fragmentation, whereas the second and third algorithms both lead to flocking. A systematic method is provided for construction of cost functions (or collective potentials) for flocking. These collective potentials penalize deviation from a class of lattice-shape objects called /spl alpha/-lattices. We use a multi-species framework for construction of collective potentials that consist of flock-members, or /spl alpha/-agents, and virtual agents associated with /spl alpha/-agents called /spl beta/- and /spl gamma/-agents. We show that migration of flocks can be performed using a peer-to-peer network of agents, i.e., ""flocks need no leaders."" A ""universal"" definition of flocking for particle systems with similarities to Lyapunov stability is given. Several simulation results are provided that demonstrate performing 2-D and 3-D flocking, split/rejoin maneuver, and squeezing maneuver for hundreds of agents using the proposed algorithms.","1558-2523","","10.1109/TAC.2005.864190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1605401","Consensus theory;distributed control;dynamic graphs;mobile sensor networks;networked autonomous vehicles;self-assembly of networks;self-organizing systems;swarms","Heuristic algorithms;Algorithm design and analysis;Vehicle dynamics;Unmanned aerial vehicles;Self-assembly;Cost function;Peer to peer computing;Lyapunov method;Distributed control;Biosensors","","4071","1","53","IEEE","13 Mar 2006","","","IEEE","IEEE Journals"
"Image Denoising Via Sparse and Redundant Representations Over Learned Dictionaries","M. Elad; M. Aharon","Department of Computer Science, Technion-Israel Institute of Technology, Haifa, Israel; Department of Computer Science, Technion-Israel Institute of Technology, Haifa, Israel",IEEE Transactions on Image Processing,"13 Nov 2006","2006","15","12","3736","3745","We address the image denoising problem, where zero-mean white and homogeneous Gaussian additive noise is to be removed from a given image. The approach taken is based on sparse and redundant representations over trained dictionaries. Using the K-SVD algorithm, we obtain a dictionary that describes the image content effectively. Two training options are considered: using the corrupted image itself, or training on a corpus of high-quality image database. Since the K-SVD is limited in handling small image patches, we extend its deployment to arbitrary image sizes by defining a global image prior that forces sparsity over patches in every location in the image. We show how such Bayesian treatment leads to a simple and effective denoising algorithm. This leads to a state-of-the-art denoising performance, equivalent and sometimes surpassing recently published leading alternative denoising methods","1941-0042","","10.1109/TIP.2006.881969","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4011956","Bayesian reconstruction;dictionary learning;discrete cosine transform (DCT);image denoising;K-SVD;matching pursuit;maximum a posteriori (MAP) estimation;redundancy;sparse representations","Image denoising;Dictionaries;Noise reduction;Matching pursuit algorithms;Additive noise;Bayesian methods;Discrete cosine transforms;Noise measurement;Inverse problems;Image processing","Algorithms;Artifacts;Image Enhancement;Image Interpretation, Computer-Assisted;Information Storage and Retrieval;Reproducibility of Results;Sensitivity and Specificity;Subtraction Technique","4048","25","42","IEEE","13 Nov 2006","","","IEEE","IEEE Journals"
