"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A fast and elitist multiobjective genetic algorithm: NSGA-II","K. Deb; A. Pratap; S. Agarwal; T. Meyarivan","Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology, Kanpur, India; Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology, Kanpur, India; Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology, Kanpur, India; Kanpur Genetic Algorithms Laboratory, Indian Institute of Technology, Kanpur, India",IEEE Transactions on Evolutionary Computation,"7 Aug 2002","2002","6","2","182","197","Multi-objective evolutionary algorithms (MOEAs) that use non-dominated sorting and sharing have been criticized mainly for: (1) their O(MN/sup 3/) computational complexity (where M is the number of objectives and N is the population size); (2) their non-elitism approach; and (3) the need to specify a sharing parameter. In this paper, we suggest a non-dominated sorting-based MOEA, called NSGA-II (Non-dominated Sorting Genetic Algorithm II), which alleviates all of the above three difficulties. Specifically, a fast non-dominated sorting approach with O(MN/sup 2/) computational complexity is presented. Also, a selection operator is presented that creates a mating pool by combining the parent and offspring populations and selecting the best N solutions (with respect to fitness and spread). Simulation results on difficult test problems show that NSGA-II is able, for most problems, to find a much better spread of solutions and better convergence near the true Pareto-optimal front compared to the Pareto-archived evolution strategy and the strength-Pareto evolutionary algorithm - two other elitist MOEAs that pay special attention to creating a diverse Pareto-optimal front. Moreover, we modify the definition of dominance in order to solve constrained multi-objective problems efficiently. Simulation results of the constrained NSGA-II on a number of test problems, including a five-objective, seven-constraint nonlinear problem, are compared with another constrained multi-objective optimizer, and the much better performance of NSGA-II is observed.","1941-0026","","10.1109/4235.996017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=996017","","Genetic algorithms;Sorting;Computational complexity;Evolutionary computation;Computational modeling;Testing;Decision making;Associate members;Diversity reception;Constraint optimization","","33496","14","26","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"Multiresolution gray-scale and rotation invariant texture classification with local binary patterns","T. Ojala; M. Pietikainen; T. Maenpaa","Machine Vision and Media Processing Unit, Infotech Oulu, University of Oulu, Finland; Machine Vision and Media Processing Unit, Infotech Oulu, University of Oulu, Finland; Machine Vision and Media Processing Unit, Infotech Oulu, University of Oulu, Finland",IEEE Transactions on Pattern Analysis and Machine Intelligence,"7 Aug 2002","2002","24","7","971","987","Presents a theoretically very simple, yet efficient, multiresolution approach to gray-scale and rotation invariant texture classification based on local binary patterns and nonparametric discrimination of sample and prototype distributions. The method is based on recognizing that certain local binary patterns, termed ""uniform,"" are fundamental properties of local image texture and their occurrence histogram is proven to be a very powerful texture feature. We derive a generalized gray-scale and rotation invariant operator presentation that allows for detecting the ""uniform"" patterns for any quantization of the angular space and for any spatial resolution and presents a method for combining multiple operators for multiresolution analysis. The proposed approach is very robust in terms of gray-scale variations since the operator is, by definition, invariant against any monotonic transformation of the gray scale. Another advantage is computational simplicity as the operator can be realized with a few operations in a small neighborhood and a lookup table. Experimental results demonstrate that good discrimination can be achieved with the occurrence statistics of simple rotation invariant local binary patterns.","1939-3539","","10.1109/TPAMI.2002.1017623","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1017623","","Gray-scale;Spatial resolution;Prototypes;Pattern recognition;Image recognition;Image texture;Histograms;Quantization;Multiresolution analysis;Robustness","","11812","103","39","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"A survey on sensor networks","I. F. Akyildiz; Weilian Su; Y. Sankarasubramaniam; E. Cayirci","Georgia Institute of Technology, USA; Georgia Institute of Technology, USA; Georgia Institute of Technology, USA; Georgia Institute of Technology, USA",IEEE Communications Magazine,"7 Nov 2002","2002","40","8","102","114","The advancement in wireless communications and electronics has enabled the development of low-cost sensor networks. The sensor networks can be used for various application areas (e.g., health, military, home). For different application areas, there are different technical issues that researchers are currently resolving. The current state of the art of sensor networks is captured in this article, where solutions are discussed under their related protocol stack layer sections. This article also points out the open research issues and intends to spark new interests and developments in this field.","1558-1896","","10.1109/MCOM.2002.1024422","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1024422","","Sensor phenomena and characterization;Capacitive sensors;Wireless sensor networks;Military computing;Intelligent sensors;Protocols;Patient monitoring;Ad hoc networks;Wireless communication;Military communication","","9600","48","20","IEEE","7 Nov 2002","","","IEEE","IEEE Magazines"
"A tutorial on particle filters for online nonlinear/non-Gaussian Bayesian tracking","M. S. Arulampalam; S. Maskell; N. Gordon; T. Clapp","Defence Science and Technology Organisation, Adelaide, Australia; Department Engineering, University of Cambridge, Cambridge, UK; Department Engineering, University of Cambridge, Cambridge, UK; Astrium Limited, Stevenage, UK",IEEE Transactions on Signal Processing,"7 Aug 2002","2002","50","2","174","188","Increasingly, for many application areas, it is becoming important to include elements of nonlinearity and non-Gaussianity in order to model accurately the underlying dynamics of a physical system. Moreover, it is typically crucial to process data on-line as it arrives, both from the point of view of storage costs as well as for rapid adaptation to changing signal characteristics. In this paper, we review both optimal and suboptimal Bayesian algorithms for nonlinear/non-Gaussian tracking problems, with a focus on particle filters. Particle filters are sequential Monte Carlo methods based on point mass (or ""particle"") representations of probability densities, which can be applied to any state-space model and which generalize the traditional Kalman filtering methods. Several variants of the particle filter such as SIR, ASIR, and RPF are introduced within a generic framework of the sequential importance sampling (SIS) algorithm. These are discussed and compared with the standard EKF through an illustrative example.","1941-0476","","10.1109/78.978374","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=978374","","Tutorial;Particle filters;Nonlinear dynamical systems;Costs;Signal processing;Bayesian methods;Particle tracking;Kalman filters;Filtering;Monte Carlo methods","","8595","132","43","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"Mean shift: a robust approach toward feature space analysis","D. Comaniciu; P. Meer","Imaging and Visualization Department, Siemens Corporate Research, Inc., Princeton, NJ, USA; Electrical and Computer Engineering Department, Rutgers University, Piscataway, NJ, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"7 Aug 2002","2002","24","5","603","619","A general non-parametric technique is proposed for the analysis of a complex multimodal feature space and to delineate arbitrarily shaped clusters in it. The basic computational module of the technique is an old pattern recognition procedure: the mean shift. For discrete data, we prove the convergence of a recursive mean shift procedure to the nearest stationary point of the underlying density function and, thus, its utility in detecting the modes of the density. The relation of the mean shift procedure to the Nadaraya-Watson estimator from kernel regression and the robust M-estimators; of location is also established. Algorithms for two low-level vision tasks discontinuity-preserving smoothing and image segmentation - are described as applications. In these algorithms, the only user-set parameter is the resolution of the analysis, and either gray-level or color images are accepted as input. Extensive experimental results illustrate their excellent performance.","1939-3539","","10.1109/34.1000236","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1000236","","Robustness;Pattern recognition;Convergence;Density functional theory;Kernel;Smoothing methods;Image segmentation;Image resolution;Image analysis;Image color analysis","","8526","165","67","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"An application-specific protocol architecture for wireless microsensor networks","W. B. Heinzelman; A. P. Chandrakasan; H. Balakrishnan","Massachusetts Institute of Technology, Cambridge, MA, USA; Massachusetts Institute of Technology, Cambridge, MA, USA; Massachusetts Institute of Technology, Cambridge, MA, USA",IEEE Transactions on Wireless Communications,"10 Dec 2002","2002","1","4","660","670","Networking together hundreds or thousands of cheap microsensor nodes allows users to accurately monitor a remote environment by intelligently combining the data from the individual nodes. These networks require robust wireless communication protocols that are energy efficient and provide low latency. We develop and analyze low-energy adaptive clustering hierarchy (LEACH), a protocol architecture for microsensor networks that combines the ideas of energy-efficient cluster-based routing and media access together with application-specific data aggregation to achieve good performance in terms of system lifetime, latency, and application-perceived quality. LEACH includes a new, distributed cluster formation technique that enables self-organization of large numbers of nodes, algorithms for adapting clusters and rotating cluster head positions to evenly distribute the energy load among all the nodes, and techniques to enable distributed signal processing to save communication resources. Our results show that LEACH can improve system lifetime by an order of magnitude compared with general-purpose multihop approaches.","1558-2248","","10.1109/TWC.2002.804190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1045297","","Wireless application protocol;Microsensors;Energy efficiency;Delay;Signal processing algorithms;Remote monitoring;Intelligent networks;Robustness;Wireless communication;Access protocols","","7607","31","26","IEEE","10 Dec 2002","","","IEEE","IEEE Journals"
"The particle swarm - explosion, stability, and convergence in a multidimensional complex space","M. Clerc; J. Kennedy","France Télécom, Annecy-le-vieux, France; Bureau of Labor Statistics, Washington D.C., DC, USA",IEEE Transactions on Evolutionary Computation,"7 Aug 2002","2002","6","1","58","73","The particle swarm is an algorithm for finding optimal regions of complex search spaces through the interaction of individuals in a population of particles. This paper analyzes a particle's trajectory as it moves in discrete time (the algebraic view), then progresses to the view of it in continuous time (the analytical view). A five-dimensional depiction is developed, which describes the system completely. These analyses lead to a generalized model of the algorithm, containing a set of coefficients to control the system's convergence tendencies. Some results of the particle swarm optimizer, implementing modifications derived from the analysis, suggest methods for altering the original algorithm in ways that eliminate problems and increase the ability of the particle swarm to find optima of some well-studied test functions.","1941-0026","","10.1109/4235.985692","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=985692","","Stability;Convergence;Multidimensional systems;Particle swarm optimization;Algorithm design and analysis;Testing;Control system synthesis;Optimization methods;Evolutionary computation;Stochastic systems","","6724","7","11","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"Multilevel inverters: a survey of topologies, controls, and applications","J. Rodriguez; Jih-Sheng Lai; Fang Zheng Peng","Departamento de Electronica, Universidad Tècnica Federico Santa María, Valparaiso, Chile; Virginia Polytechnic Institute and State University, Blacksburg, VA, USA; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA",IEEE Transactions on Industrial Electronics,"7 Nov 2002","2002","49","4","724","738","Multilevel inverter technology has emerged recently as a very important alternative in the area of high-power medium-voltage energy control. This paper presents the most important topologies like diode-clamped inverter (neutral-point clamped), capacitor-clamped (flying capacitor), and cascaded multicell with separate DC sources. Emerging topologies like asymmetric hybrid cells and soft-switched multilevel inverters are also discussed. This paper also presents the most relevant control and modulation methods developed for this family of converters: multilevel sinusoidal pulsewidth modulation, multilevel selective harmonic elimination, and space-vector modulation. Special attention is dedicated to the latest and more relevant applications of these converters such as laminators, conveyor belts, and unified power-flow controllers. The need of an active front end at the input side for those inverters supplying regenerative loads is also discussed, and the circuit topology options are also presented. Finally, the peripherally developing areas such as high-voltage high-power devices and optical sensors and other opportunities for future development are addressed.","1557-9948","","10.1109/TIE.2002.801052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1021296","","Topology;Pulse width modulation inverters;Capacitors;Space vector pulse width modulation;Pulse modulation;Medium voltage;Semiconductor diodes;Pulse width modulation converters;Power semiconductor switches;Leg","","5217","137","11","IEEE","7 Nov 2002","","","IEEE","IEEE Journals"
"A comparison of methods for multiclass support vector machines","Chih-Wei Hsu; Chih-Jen Lin","Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan; Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan",IEEE Transactions on Neural Networks,"7 Aug 2002","2002","13","2","415","425","Support vector machines (SVMs) were originally designed for binary classification. How to effectively extend it for multiclass classification is still an ongoing research issue. Several methods have been proposed where typically we construct a multiclass classifier by combining several binary classifiers. Some authors also proposed methods that consider all classes at once. As it is computationally more expensive to solve multiclass problems, comparisons of these methods using large-scale problems have not been seriously conducted. Especially for methods solving multiclass SVM in one step, a much larger optimization problem is required so up to now experiments are limited to small data sets. In this paper we give decomposition implementations for two such ""all-together"" methods. We then compare their performance with three methods based on binary classifications: ""one-against-all,"" ""one-against-one,"" and directed acyclic graph SVM (DAGSVM). Our experiments indicate that the ""one-against-one"" and DAG methods are more suitable for practical use than the other methods. Results also show that for large problems methods by considering all data at once in general need fewer support vectors.","1941-0093","","10.1109/72.991427","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=991427","","Support vector machines;Support vector machine classification;Optimization methods;Large-scale systems;Computer science;Training data","","4699","10","28","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
"Shape matching and object recognition using shape contexts","S. Belongie; J. Malik; J. Puzicha","Department of Computer Science and Engineering, University of California, San Diego, La Jolla, CA, USA; Computer Science Division, University of California Berkeley, Berkeley, CA, USA; RecomMind, Inc., Berkeley, CA, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"7 Aug 2002","2002","24","4","509","522","We present a novel approach to measuring similarity between shapes and exploit it for object recognition. In our framework, the measurement of similarity is preceded by: (1) solving for correspondences between points on the two shapes; (2) using the correspondences to estimate an aligning transform. In order to solve the correspondence problem, we attach a descriptor, the shape context, to each point. The shape context at a reference point captures the distribution of the remaining points relative to it, thus offering a globally discriminative characterization. Corresponding points on two similar shapes will have similar shape contexts, enabling us to solve for correspondences as an optimal assignment problem. Given the point correspondences, we estimate the transformation that best aligns the two shapes; regularized thin-plate splines provide a flexible class of transformation maps for this purpose. The dissimilarity between the two shapes is computed as a sum of matching errors between corresponding points, together with a term measuring the magnitude of the aligning transform. We treat recognition in a nearest-neighbor classification framework as the problem of finding the stored prototype shape that is maximally similar to that in the image. Results are presented for silhouettes, trademarks, handwritten digits, and the COIL data set.","1939-3539","","10.1109/34.993558","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=993558","","Shape;Object recognition","","4636","149","62","IEEE","7 Aug 2002","","","IEEE","IEEE Journals"
