"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Coordination of groups of mobile autonomous agents using nearest neighbor rules","A. Jadbabaie; Jie Lin; A. S. Morse","Yale University, New Heaven, CT, USA; Center for Computational Vision and Control, Department of Electrical Engineering, Yale University, New Heaven, CT, USA; Center for Computational Vision and Control, Department of Electrical Engineering, Yale University, New Heaven, CT, USA",IEEE Transactions on Automatic Control,"20 Jun 2003","2003","48","6","988","1001","In a recent Physical Review Letters article, Vicsek et al. propose a simple but compelling discrete-time model of n autonomous agents (i.e., points or particles) all moving in the plane with the same speed but with different headings. Each agent's heading is updated using a local rule based on the average of its own heading plus the headings of its ""neighbors."" In their paper, Vicsek et al. provide simulation results which demonstrate that the nearest neighbor rule they are studying can cause all agents to eventually move in the same direction despite the absence of centralized coordination and despite the fact that each agent's set of nearest neighbors change with time as the system evolves. This paper provides a theoretical explanation for this observed behavior. In addition, convergence results are derived for several other similarly inspired models. The Vicsek model proves to be a graphic example of a switched linear system which is stable, but for which there does not exist a common quadratic Lyapunov function.","1558-2523","","10.1109/TAC.2003.812781","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1205192","","Autonomous agents;Nearest neighbor searches;Biological system modeling;Discrete event simulation;Lyapunov method;Convergence;Graphics;Linear systems;Control systems;Graph theory","","6861","10","36","IEEE","20 Jun 2003","","","IEEE","IEEE Journals"
"Overview of the H.264/AVC video coding standard","T. Wiegand; G. J. Sullivan; G. Bjontegaard; A. Luthra","Fraunhofer Institute for Telecommunications (Heinrich Hertz Institut), Berlin, Germany; Microsoft Corporation, Redmond, WA, USA; Tandberg, Lysaker, Norway; Broadband Communications Sector, Motorola, Inc., San Diego, CA, USA",IEEE Transactions on Circuits and Systems for Video Technology,"4 Aug 2003","2003","13","7","560","576","H.264/AVC is newest video coding standard of the ITU-T Video Coding Experts Group and the ISO/IEC Moving Picture Experts Group. The main goals of the H.264/AVC standardization effort have been enhanced compression performance and provision of a ""network-friendly"" video representation addressing ""conversational"" (video telephony) and ""nonconversational"" (storage, broadcast, or streaming) applications. H.264/AVC has achieved a significant improvement in rate-distortion efficiency relative to existing standards. This article provides an overview of the technical features of H.264/AVC, describes profiles and applications for the standard, and outlines the history of the standardization process.","1558-2205","","10.1109/TCSVT.2003.815165","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1218189","","Automatic voltage control;Video coding;IEC standards;ISO standards;Standardization;Video compression;MPEG standards;Telephony;Multimedia communication;Broadcasting","","6794","1012","19","IEEE","4 Aug 2003","","","IEEE","IEEE Journals"
"User cooperation diversity. Part I. System description","A. Sendonaris; E. Erkip; B. Aazhang","Qualcomm, Inc., Campbell, CA, USA; Department of Electrical and Computer Engineering, Polytechnic University, Brooklyn, NY, USA; Department of Electrical and Computer Engineering, Rice University, Houston, TX, USA",IEEE Transactions on Communications,"17 Nov 2003","2003","51","11","1927","1938","Mobile users' data rate and quality of service are limited by the fact that, within the duration of any given call, they experience severe variations in signal attenuation, thereby necessitating the use of some type of diversity. In this two-part paper, we propose a new form of spatial diversity, in which diversity gains are achieved via the cooperation of mobile users. Part I describes the user cooperation strategy, while Part II (see ibid., p.1939-48) focuses on implementation issues and performance analysis. Results show that, even though the interuser channel is noisy, cooperation leads not only to an increase in capacity for both users but also to a more robust system, where users' achievable rates are less susceptible to channel variations.","1558-0857","","10.1109/TCOMM.2003.818096","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1246003","","Fading;Quality of service;Diversity methods;Attenuation;Signal processing algorithms;Cultural differences;Transmitting antennas;Mobile ad hoc networks;Performance analysis;Robustness","","5248","50","31","IEEE","17 Nov 2003","","","IEEE","IEEE Journals"
"The vision of autonomic computing","J. O. Kephart; D. M. Chess","IBM Thomas J. Watson Research Center, USA; IBM Thomas J. Watson Research Center, USA",Computer,"14 Jan 2003","2003","36","1","41","50","A 2001 IBM manifesto observed that a looming software complexity crisis -caused by applications and environments that number into the tens of millions of lines of code - threatened to halt progress in computing. The manifesto noted the almost impossible difficulty of managing current and planned computing systems, which require integrating several heterogeneous environments into corporate-wide computing systems that extend into the Internet. Autonomic computing, perhaps the most attractive approach to solving this problem, creates systems that can manage themselves when given high-level objectives from administrators. Systems manage themselves according to an administrator's goals. New components integrate as effortlessly as a new cell establishes itself in the human body. These ideas are not science fiction, but elements of the grand challenge to create self-managing computing systems.","1558-0814","","10.1109/MC.2003.1160055","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1160055","","Computer vision;Biology computing;Internet;Humans;LAN interconnection;Pervasive computing;Technological innovation;Computer industry;Crisis management;Environmental management","","4424","78","12","IEEE","14 Jan 2003","","","IEEE","IEEE Magazines"
"Video Google: a text retrieval approach to object matching in videos","Sivic; Zisserman","Robotics Research Group, Department of Engineering Science, University of Oxford, UK; Robotics Research Group, Department of Engineering Science, University of Oxford, UK",Proceedings Ninth IEEE International Conference on Computer Vision,"3 Apr 2008","2003","","","1470","1477 vol.2","We describe an approach to object and scene retrieval which searches for and localizes all the occurrences of a user outlined object in a video. The object is represented by a set of viewpoint invariant region descriptors so that recognition can proceed successfully despite changes in viewpoint, illumination and partial occlusion. The temporal continuity of the video within a shot is used to track the regions in order to reject unstable regions and reduce the effects of noise in the descriptors. The analogy with text retrieval is in the implementation where matches on descriptors are pre-computed (using vector quantization), and inverted file systems and document rankings are used. The result is that retrieved is immediate, returning a ranked list of key frames/shots in the manner of Google. The method is illustrated for matching in two full length feature films.","","0-7695-1950-4","10.1109/ICCV.2003.1238663","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1238663","","Web pages;Lighting;Vector quantization;Image databases;Robots;Layout;Noise reduction;File systems;Object recognition;Visual databases","","4108","204","18","IEEE","3 Apr 2008","","","IEEE","IEEE Conferences"
"Amazon.com recommendations: item-to-item collaborative filtering","G. Linden; B. Smith; J. York","University of Washington, USA; University of Washington, USA; University of Washington, USA",IEEE Internet Computing,"22 Jan 2003","2003","7","1","76","80","Recommendation algorithms are best known for their use on e-commerce Web sites, where they use input about a customer's interests to generate a list of recommended items. Many applications use only the items that customers purchase and explicitly rate to represent their interests, but they can also use other attributes, including items viewed, demographic data, subject interests, and favorite artists. At Amazon.com, we use recommendation algorithms to personalize the online store for each customer. The store radically changes based on customer interests, showing programming titles to a software engineer and baby toys to a new mother. There are three common approaches to solving the recommendation problem: traditional collaborative filtering, cluster models, and search-based methods. Here, we compare these methods with our algorithm, which we call item-to-item collaborative filtering. Unlike traditional collaborative filtering, our algorithm's online computation scales independently of the number of customers and number of items in the product catalog. Our algorithm produces recommendations in real-time, scales to massive data sets, and generates high quality recommendations.","1941-0131","","10.1109/MIC.2003.1167344","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1167344","","Collaboration;Clustering algorithms;Filtering algorithms;Aggregates;Information filtering;Information filters;Demography;Pediatrics;Electronic mail;Advertising","","3769","156","10","IEEE","22 Jan 2003","","","IEEE","IEEE Magazines"
"Kernel-based object tracking","D. Comaniciu; V. Ramesh; P. Meer","Real-Time Vision and Modeling Department, Siemens Corporate Research, Inc., Princeton, NJ, USA; Real-Time Vision and Modeling Department, Siemens Corporate Research, Inc., Princeton, NJ, USA; Electrical and Computer Engineering Department, Rutgers University, Piscataway, NJ, USA",IEEE Transactions on Pattern Analysis and Machine Intelligence,"29 Apr 2003","2003","25","5","564","577","A new approach toward target representation and localization, the central component in visual tracking of nonrigid objects, is proposed. The feature histogram-based target representations are regularized by spatial masking with an isotropic kernel. The masking induces spatially-smooth similarity functions suitable for gradient-based optimization, hence, the target localization problem can be formulated using the basin of attraction of the local maxima. We employ a metric derived from the Bhattacharyya coefficient as similarity measure, and use the mean shift procedure to perform the optimization. In the presented tracking examples, the new method successfully coped with camera motion, partial occlusions, clutter, and target scale variations. Integration with motion filters and data association techniques is also discussed. We describe only a few of the potential applications: exploitation of background information, Kalman tracking using motion models, and face tracking.","1939-3539","","10.1109/TPAMI.2003.1195991","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1195991","","Target tracking;Cameras;Filters;Face detection;Filtering;Layout;State-space methods;Nonlinear equations;Kernel;Performance evaluation","","3652","64","79","IEEE","29 Apr 2003","","","IEEE","IEEE Journals"
"Simple model of spiking neurons","E. M. Izhikevich","Neurosciences Institute, San Diego, CA, USA",IEEE Transactions on Neural Networks,"7 Jan 2004","2003","14","6","1569","1572","A model is presented that reproduces spiking and bursting behavior of known types of cortical neurons. The model combines the biologically plausibility of Hodgkin-Huxley-type dynamics and the computational efficiency of integrate-and-fire neurons. Using this model, one can simulate tens of thousands of spiking cortical neurons in real time (1 ms resolution) using a desktop PC.","1941-0093","","10.1109/TNN.2003.820440","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1257420","","Neurons;Biological system modeling;Brain modeling;Computational modeling;Biomembranes;Biology computing;Large-scale systems;Mathematical analysis;Mathematical model;Bifurcation","","3432","104","10","IEEE","7 Jan 2004","","","IEEE","IEEE Journals"
"Distributed space-time-coded protocols for exploiting cooperative diversity in wireless networks","J. N. Laneman; G. W. Wornell","Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, USA; Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA",IEEE Transactions on Information Theory,"14 Oct 2003","2003","49","10","2415","2425","We develop and analyze space-time coded cooperative diversity protocols for combating multipath fading across multiple protocol layers in a wireless network. The protocols exploit spatial diversity available among a collection of distributed terminals that relay messages for one another in such a manner that the destination terminal can average the fading, even though it is unknown a priori which terminals will be involved. In particular, a source initiates transmission to its destination, and many relays potentially receive the transmission. Those terminals that can fully decode the transmission utilize a space-time code to cooperatively relay to the destination. We demonstrate that these protocols achieve full spatial diversity in the number of cooperating terminals, not just the number of decoding relays, and can be used effectively for higher spectral efficiencies than repetition-based schemes. We discuss issues related to space-time code design for these protocols, emphasizing codes that readily allow for appealing distributed versions.","1557-9654","","10.1109/TIT.2003.817829","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1237130","","Wireless application protocol;Intelligent networks;Wireless networks;Diversity reception;Relays;Signal processing algorithms;Fading;Decoding;Bandwidth;Antenna arrays","","3241","41","16","IEEE","14 Oct 2003","","","IEEE","IEEE Journals"
"Performance assessment of multiobjective optimizers: an analysis and review","E. Zitzler; L. Thiele; M. Laumanns; C. M. Fonseca; V. G. da Fonseca","Computer Engineering and Networks Laboratory (TIK), Swiss Federal Institute of Technology, Zurich, Switzerland; Computer Engineering and Networks Laboratory (TIK), Swiss Federal Institute of Technology, Zurich, Switzerland; Computer Engineering and Networks Laboratory (TIK), Swiss Federal Institute of Technology, Zurich, Switzerland; ADEEC and ISR (Coimbra), Faculty of Science and Technology, University of Algarve, Faro, Portugal; CSI, Faculty of Science and Technology, University of Algarve, Faro, Portugal",IEEE Transactions on Evolutionary Computation,"7 May 2003","2003","7","2","117","132","An important issue in multiobjective optimization is the quantitative comparison of the performance of different algorithms. In the case of multiobjective evolutionary algorithms, the outcome is usually an approximation of the Pareto-optimal set, which is denoted as an approximation set, and therefore the question arises of how to evaluate the quality of approximation sets. Most popular are methods that assign each approximation set a vector of real numbers that reflect different aspects of the quality. Sometimes, pairs of approximation sets are also considered. In this study, we provide a rigorous analysis of the limitations underlying this type of quality assessment. To this end, a mathematical framework is developed which allows one to classify and discuss existing techniques.","1941-0026","","10.1109/TEVC.2003.810758","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1197687","","Performance analysis;Evolutionary computation;Space technology;Algorithm design and analysis;Quality assessment;Computer networks;Laboratories;Electronic mail;Design engineering","","3147","4","28","IEEE","7 May 2003","","","IEEE","IEEE Journals"
